SystemId,threshold,maxTPR,PPV,total
stangnes-gw,0.002456,0.975,0.2294117647058823,171
rodbergvn-gw2,0.001728,0.975,0.2307692307692307,171
narvik-gw4,0.002895,0.975,0.2307692307692307,171
tromso-fh-gw,0.015025,0.975,0.2349397590361445,171
tromso-gw5,0.03889,0.975,0.261744966442953,171
teknobyen-gw1,0.011396,0.975,0.2349397590361445,171
narvik-gw3,0.013382,0.975,0.2321428571428571,171
hovedbygget-gw,0.013095,0.975,0.2335329341317365,171
hoytek-gw2,0.002433,0.975,0.2349397590361445,171
teknobyen-gw2,0.000766,0.975,0.2307692307692307,171
ma2-gw,0.000191,0.975,0.2294117647058823,171
bergen-gw3,0.005002,0.975,0.2307692307692307,171
narvik-kv-gw,0.010446,0.975,0.2349397590361445,171
trd-gw,0.028858,0.975,0.2378048780487804,171
ifi2-gw5,0.03008,0.975,0.2452830188679245,171
oslo-gw1,5.9e-05,0.975,0.2294117647058823,171
