SystemId,threshold,maxTPR,PPV,total
stangnes-gw,0.000102,0.975,0.2484076433121019,171
rodbergvn-gw2,2e-05,0.975,0.2335329341317365,171
narvik-gw4,0.000194,0.975,0.2407407407407407,171
tromso-fh-gw,1.7e-05,0.975,0.2307692307692307,171
tromso-gw5,1.3e-05,0.975,0.2321428571428571,171
teknobyen-gw1,2.2e-05,0.975,0.2294117647058823,171
narvik-gw3,4.5e-05,0.975,0.2321428571428571,171
hovedbygget-gw,0.000276,0.975,0.2378048780487804,171
hoytek-gw2,2.3e-05,0.975,0.2294117647058823,171
teknobyen-gw2,5e-05,0.975,0.2294117647058823,171
ma2-gw,5e-05,0.975,0.2335329341317365,171
bergen-gw3,0.000265,0.975,0.2392638036809816,171
narvik-kv-gw,8.4e-05,0.975,0.2363636363636363,171
trd-gw,4.1e-05,0.975,0.2294117647058823,171
ifi2-gw5,5.1e-05,0.975,0.2321428571428571,171
oslo-gw1,7.9e-05,0.975,0.2335329341317365,171
