SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.000246,0.3814432989690721,0.2402597402597402,171
rodbergvn-gw2,0.001346,0.4077669902912621,0.3333333333333333,171
narvik-gw4,0.000127,0.375,0.2321428571428571,171
tromso-fh-gw,1.9e-05,0.3714285714285714,0.2294117647058823,171
tromso-gw5,4e-06,0.3714285714285714,0.2294117647058823,171
teknobyen-gw1,0.000217,0.3857868020304568,0.2420382165605095,171
narvik-gw3,0.000248,0.3781094527363184,0.2360248447204969,171
hovedbygget-gw,3e-06,0.3714285714285714,0.2294117647058823,171
hoytek-gw2,0.002072,0.3850931677018633,0.256198347107438,171
teknobyen-gw2,0.00458,0.4125,0.275,171
ma2-gw,5.9e-05,0.3714285714285714,0.2294117647058823,171
bergen-gw3,0.000357,0.3919597989949748,0.2452830188679245,171
narvik-kv-gw,1e-05,0.3732057416267942,0.2307692307692307,171
trd-gw,0.00089,0.3756345177664975,0.2356687898089172,171
ifi2-gw5,3.8e-05,0.3714285714285714,0.2294117647058823,171
oslo-gw1,4.3e-05,0.3732057416267942,0.2307692307692307,171
