SystemId,threshold,maxF1,PPV,total
stangnes-gw,7074122.555555,0.4761904761904761,0.4545454545454545,171
rodbergvn-gw2,6216413.777777,0.5094339622641509,0.4090909090909091,171
narvik-gw4,956888.555555,0.3786407766990291,0.2349397590361445,171
tromso-fh-gw,224635.555555,0.3653846153846153,0.2261904761904762,171
tromso-gw5,3227093.555555,0.3936170212765957,0.25,171
teknobyen-gw1,892.333333,0.3786407766990291,0.2349397590361445,171
narvik-gw3,483917.888888,0.3732057416267942,0.2307692307692307,171
hovedbygget-gw,2142982.444444,0.3819095477386934,0.2389937106918239,171
hoytek-gw2,218086.333333,0.3714285714285714,0.2294117647058823,171
teknobyen-gw2,99531.777777,0.3714285714285714,0.2294117647058823,171
ma2-gw,1228009.333333,0.3725490196078431,0.2317073170731707,171
bergen-gw3,132670.444444,0.3714285714285714,0.2294117647058823,171
narvik-kv-gw,125946.555555,0.3786407766990291,0.2349397590361445,171
trd-gw,2667957.888888,0.3725490196078431,0.2317073170731707,171
ifi2-gw5,130057.444444,0.3768115942028985,0.2335329341317365,171
oslo-gw1,4754022.444444,0.3743842364532019,0.2331288343558282,171
