SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.366107,0.3902439024390244,0.3809523809523809,171
rodbergvn-gw2,0.001728,0.3732057416267942,0.2307692307692307,171
narvik-gw4,0.002895,0.3732057416267942,0.2307692307692307,171
tromso-fh-gw,0.015025,0.3786407766990291,0.2349397590361445,171
tromso-gw5,0.064488,0.4302325581395348,0.2803030303030303,171
teknobyen-gw1,0.011396,0.3786407766990291,0.2349397590361445,171
narvik-gw3,0.026444,0.3781094527363184,0.2360248447204969,171
hovedbygget-gw,0.013095,0.3768115942028985,0.2335329341317365,171
hoytek-gw2,0.027126,0.4042553191489361,0.2567567567567567,171
teknobyen-gw2,0.000766,0.3732057416267942,0.2307692307692307,171
ma2-gw,0.000191,0.3714285714285714,0.2294117647058823,171
bergen-gw3,0.102895,0.3815789473684211,0.2589285714285714,171
narvik-kv-gw,0.124937,0.3851851851851852,0.2736842105263158,171
trd-gw,0.256199,0.4672897196261682,0.373134328358209,171
ifi2-gw5,0.055886,0.4,0.2533333333333333,171
oslo-gw1,0.015484,0.3730569948186528,0.2352941176470588,171
