SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.002628,0.3846153846153846,0.3947368421052631,171
rodbergvn-gw2,0.001336,0.4230769230769231,0.34375,171
narvik-gw4,5e-06,0.3714285714285714,0.2294117647058823,171
tromso-fh-gw,3.5e-05,0.375,0.2321428571428571,171
tromso-gw5,0.00069,0.4204545454545454,0.2720588235294117,171
teknobyen-gw1,0.000195,0.375,0.2321428571428571,171
narvik-gw3,3e-06,0.3714285714285714,0.2294117647058823,171
hovedbygget-gw,0.000107,0.3714285714285714,0.2294117647058823,171
hoytek-gw2,0.004336,0.4536082474226804,0.3859649122807017,171
teknobyen-gw2,0.002996,0.3888888888888889,0.25,171
ma2-gw,0.000238,0.3838383838383838,0.240506329113924,171
bergen-gw3,0.000444,0.3794871794871794,0.2387096774193548,171
narvik-kv-gw,0.001003,0.384180790960452,0.2481751824817518,171
trd-gw,0.000274,0.3842364532019704,0.2392638036809816,171
ifi2-gw5,0.001119,0.3905325443786982,0.2558139534883721,171
oslo-gw1,0.000153,0.3732057416267942,0.2307692307692307,171
