SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.058507,0.391304347826087,0.25,171
rodbergvn-gw2,0.037231,0.375,0.2368421052631578,171
narvik-gw4,0.003205,0.3732057416267942,0.2307692307692307,171
tromso-fh-gw,0.009949,0.3786407766990291,0.2349397590361445,171
tromso-gw5,0.009735,0.3786407766990291,0.2349397590361445,171
teknobyen-gw1,0.021322,0.3834196891191709,0.2418300653594771,171
narvik-gw3,0.009225,0.3768115942028985,0.2335329341317365,171
hovedbygget-gw,0.003463,0.3732057416267942,0.2307692307692307,171
hoytek-gw2,8e-06,0.3714285714285714,0.2294117647058823,171
teknobyen-gw2,0.003666,0.3768115942028985,0.2335329341317365,171
ma2-gw,0.030558,0.3958333333333333,0.25,171
bergen-gw3,0.005155,0.375,0.2321428571428571,171
narvik-kv-gw,0.002617,0.375,0.2321428571428571,171
trd-gw,0.028096,0.3850267379679144,0.2448979591836734,171
ifi2-gw5,0.056845,0.3954802259887006,0.2554744525547445,171
oslo-gw1,0.129293,0.4201680672268907,0.3164556962025316,171
