SystemId,threshold,maxTPR
stangnes-gw,22810.777777,0.9069767441860463
rodbergvn-gw2,155889.444444,0.9069767441860463
narvik-gw4,41419.888888,0.9069767441860463
tromso-fh-gw,14457.222222,0.9069767441860463
tromso-gw5,1746858.111111,0.9069767441860463
teknobyen-gw1,573.444444,0.9069767441860463
narvik-gw3,205686.555555,0.9069767441860463
hovedbygget-gw,491094.0,0.9069767441860463
hoytek-gw2,890245.222222,0.9069767441860463
teknobyen-gw2,555667.666666,0.9069767441860463
ma2-gw,736581.444444,0.9069767441860463
bergen-gw3,1036730.555555,0.9069767441860463
narvik-kv-gw,152118.333333,0.9069767441860463
trd-gw,1322914.888888,0.9069767441860463
ifi2-gw5,114042.666666,0.9069767441860463
oslo-gw1,3916119.333333,0.9069767441860463
