SystemId,threshold,maxTPR
stangnes-gw,0.026034,0.975
rodbergvn-gw2,0.006822,0.975
narvik-gw4,0.011724,0.975
tromso-fh-gw,0.006482,0.975
tromso-gw5,0.00179,0.975
teknobyen-gw1,0.004791,0.975
narvik-gw3,0.004253,0.975
hovedbygget-gw,0.003075,0.975
hoytek-gw2,0.074828,0.975
teknobyen-gw2,0.001211,0.975
ma2-gw,0.007928,0.975
bergen-gw3,0.00141,0.975
narvik-kv-gw,0.002619,0.975
trd-gw,0.00095,0.975
ifi2-gw5,0.002926,0.975
oslo-gw1,0.01171,0.975
