SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.201005,0.5132743362831859,0.4142857142857143,174
rodbergvn-gw2,0.001855,0.3661971830985915,0.2294117647058823,174
narvik-gw4,0.009015,0.3768115942028985,0.2378048780487804,174
tromso-fh-gw,0.050264,0.3723404255319149,0.2413793103448276,174
tromso-gw5,0.092305,0.3734939759036144,0.2520325203252032,174
teknobyen-gw1,0.007004,0.3714285714285714,0.2335329341317365,174
narvik-gw3,0.029124,0.3725490196078431,0.2360248447204969,174
hovedbygget-gw,0.009989,0.3696682464454976,0.2321428571428571,174
hoytek-gw2,0.006022,0.3679245283018867,0.2307692307692307,174
teknobyen-gw2,0.001317,0.3679245283018867,0.2307692307692307,174
ma2-gw,0.073964,0.4071856287425149,0.2741935483870967,174
bergen-gw3,0.041699,0.3877551020408163,0.2483660130718954,174
narvik-kv-gw,0.033448,0.3814432989690721,0.2450331125827814,174
trd-gw,0.191045,0.3943661971830985,0.2828282828282828,174
ifi2-gw5,0.011541,0.3768115942028985,0.2378048780487804,174
oslo-gw1,0.012271,0.3786407766990291,0.2392638036809816,174
