SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.00056,0.3979057591623036,0.2567567567567567,174
rodbergvn-gw2,0.000598,0.3867403314917127,0.2536231884057971,174
narvik-gw4,0.000316,0.3671497584541063,0.2317073170731707,174
tromso-fh-gw,0.0,0.3661971830985915,0.2294117647058823,174
tromso-gw5,0.001861,0.4153846153846154,0.3103448275862069,174
teknobyen-gw1,0.004338,0.3898305084745763,0.3066666666666666,174
narvik-gw3,0.000303,0.3786407766990291,0.2392638036809816,174
hovedbygget-gw,0.000367,0.375,0.2363636363636363,174
hoytek-gw2,0.000959,0.40625,0.261744966442953,174
teknobyen-gw2,0.002916,0.4,0.2605633802816901,174
ma2-gw,0.000451,0.4,0.2565789473684211,174
bergen-gw3,0.000747,0.37,0.2356687898089172,174
narvik-kv-gw,1.3e-05,0.3679245283018867,0.2307692307692307,174
trd-gw,0.001346,0.3915343915343915,0.2534246575342466,174
ifi2-gw5,7.5e-05,0.3661971830985915,0.2294117647058823,174
oslo-gw1,0.000698,0.3861386138613861,0.2452830188679245,174
