SystemId,threshold,maxTPR,PPV,total
stangnes-gw,2.2e-05,0.9069767441860463,0.2321428571428571,174
rodbergvn-gw2,7e-06,0.9069767441860463,0.2307692307692307,174
narvik-gw4,0.00036,0.9069767441860463,0.2407407407407407,174
tromso-fh-gw,6.1e-05,0.9069767441860463,0.2294117647058823,174
tromso-gw5,0.000115,0.9069767441860463,0.2335329341317365,174
teknobyen-gw1,6.4e-05,0.9069767441860463,0.2294117647058823,174
narvik-gw3,5.3e-05,0.9069767441860463,0.2321428571428571,174
hovedbygget-gw,0.000315,0.9069767441860463,0.2307692307692307,174
hoytek-gw2,1e-06,0.9069767441860463,0.2294117647058823,174
teknobyen-gw2,0.000817,0.9069767441860463,0.2378048780487804,174
ma2-gw,5e-06,0.9069767441860463,0.2294117647058823,174
bergen-gw3,1.7e-05,0.9069767441860463,0.2294117647058823,174
narvik-kv-gw,0.000166,0.9069767441860463,0.2335329341317365,174
trd-gw,2.2e-05,0.9069767441860463,0.2294117647058823,174
ifi2-gw5,8.3e-05,0.9069767441860463,0.2335329341317365,174
oslo-gw1,5.6e-05,0.9069767441860463,0.2294117647058823,174
