SystemId,threshold,maxTPR
stangnes-gw,9.3e-05,0.975
rodbergvn-gw2,9.7e-05,0.975
narvik-gw4,3.1e-05,0.975
tromso-fh-gw,4.4e-05,0.975
tromso-gw5,4.1e-05,0.975
teknobyen-gw1,8.6e-05,0.975
narvik-gw3,0.000206,0.975
hovedbygget-gw,8.5e-05,0.975
hoytek-gw2,0.001056,0.975
teknobyen-gw2,0.000599,0.975
ma2-gw,3e-06,0.975
bergen-gw3,0.00017,0.975
narvik-kv-gw,4.1e-05,0.975
trd-gw,0.000154,0.975
ifi2-gw5,0.000127,0.975
oslo-gw1,0.000214,0.975
