SystemId,threshold,maxF1,PPV,total
stangnes-gw,574966.111111,0.3957219251336898,0.2569444444444444,174
rodbergvn-gw2,3480729.777777,0.4,0.3283582089552239,174
narvik-gw4,2921850.333333,0.3932584269662921,0.2592592592592592,174
tromso-fh-gw,7349.444444,0.3661971830985915,0.2294117647058823,174
tromso-gw5,6717574.777777,0.4210526315789473,0.3111111111111111,174
teknobyen-gw1,9153.555555,0.4210526315789473,0.3111111111111111,174
narvik-gw3,102674.555555,0.3679245283018867,0.2307692307692307,174
hovedbygget-gw,2363674.888888,0.387434554973822,0.25,174
hoytek-gw2,2255903.888888,0.3814432989690721,0.2450331125827814,174
teknobyen-gw2,223223.0,0.3768115942028985,0.2378048780487804,174
ma2-gw,406905.777777,0.3696682464454976,0.2321428571428571,174
bergen-gw3,13728206.777777,0.4554455445544554,0.396551724137931,174
narvik-kv-gw,72020.222222,0.3661971830985915,0.2294117647058823,174
trd-gw,10941259.333333,0.3835616438356164,0.2718446601941747,174
ifi2-gw5,1480780.888888,0.3768115942028985,0.2378048780487804,174
oslo-gw1,2195425.888888,0.3786407766990291,0.2392638036809816,174
