SystemId,threshold,maxTPR,PPV,total
stangnes-gw,264285858.555557,0.9069767441860463,0.2452830188679245,174
rodbergvn-gw2,61304859.888885,0.9069767441860463,0.2335329341317365,174
narvik-gw4,1038659332.888885,0.9069767441860463,0.2422360248447205,174
tromso-fh-gw,41392272.333328,0.9069767441860463,0.2294117647058823,174
tromso-gw5,651362873.777778,0.9069767441860463,0.2392638036809816,174
teknobyen-gw1,373589.555555,0.9069767441860463,0.2307692307692307,174
narvik-gw3,290095945.555557,0.8837209302325582,0.2261904761904762,174
hovedbygget-gw,1349019931.666656,0.9069767441860463,0.2349397590361445,174
hoytek-gw2,1290373429.111084,0.9069767441860463,0.2407407407407407,174
teknobyen-gw2,106658.555557,0.9069767441860463,0.2294117647058823,174
ma2-gw,5019314.333343,0.9069767441860463,0.2294117647058823,174
bergen-gw3,606253422.888885,0.9069767441860463,0.2378048780487804,174
narvik-kv-gw,533509460.111114,0.8837209302325582,0.2275449101796407,174
trd-gw,82668696.666687,0.9069767441860463,0.2294117647058823,174
ifi2-gw5,107359639.555557,0.9069767441860463,0.2307692307692307,174
oslo-gw1,31663813.555541,0.9069767441860463,0.2294117647058823,174
