SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.324078,0.3820224719101123,0.3469387755102041,171
rodbergvn-gw2,0.001882,0.3714285714285714,0.2294117647058823,171
narvik-gw4,0.133792,0.425531914893617,0.297029702970297,171
tromso-fh-gw,0.033004,0.3730569948186528,0.2352941176470588,171
tromso-gw5,0.21149,0.4576271186440678,0.3461538461538461,171
teknobyen-gw1,0.232049,0.4,0.3142857142857143,171
narvik-gw3,0.117967,0.3850931677018633,0.256198347107438,171
hovedbygget-gw,0.000919,0.3714285714285714,0.2294117647058823,171
hoytek-gw2,0.027913,0.4171122994652406,0.2653061224489796,171
teknobyen-gw2,0.000189,0.3714285714285714,0.2294117647058823,171
ma2-gw,0.021434,0.3819095477386934,0.2389937106918239,171
bergen-gw3,0.001102,0.3732057416267942,0.2307692307692307,171
narvik-kv-gw,0.016536,0.3819095477386934,0.2389937106918239,171
trd-gw,0.072754,0.3742690058479532,0.2442748091603053,171
ifi2-gw5,0.02655,0.3838383838383838,0.240506329113924,171
oslo-gw1,0.005256,0.3732057416267942,0.2307692307692307,171
