SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.000813,0.4496124031007752,0.3258426966292135,171
rodbergvn-gw2,0.001925,0.4556962025316455,0.4615384615384615,171
narvik-gw4,0.000431,0.3861386138613861,0.2407407407407407,171
tromso-fh-gw,4.9e-05,0.3804878048780488,0.2363636363636363,171
tromso-gw5,0.000491,0.3863636363636363,0.25,171
teknobyen-gw1,0.000151,0.3732057416267942,0.2307692307692307,171
narvik-gw3,5.2e-05,0.3732057416267942,0.2307692307692307,171
hovedbygget-gw,0.000391,0.38,0.2375,171
hoytek-gw2,0.002013,0.4464285714285714,0.3472222222222222,171
teknobyen-gw2,0.00119,0.3936170212765957,0.25,171
ma2-gw,3e-06,0.3714285714285714,0.2294117647058823,171
bergen-gw3,3.5e-05,0.3732057416267942,0.2307692307692307,171
narvik-kv-gw,1.1e-05,0.3714285714285714,0.2294117647058823,171
trd-gw,0.001037,0.4065934065934066,0.2605633802816901,171
ifi2-gw5,4e-05,0.3714285714285714,0.2294117647058823,171
oslo-gw1,5.8e-05,0.3732057416267942,0.2307692307692307,171
