SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.000856,0.3820224719101123,0.2518518518518518,174
rodbergvn-gw2,7e-06,0.3679245283018867,0.2307692307692307,174
narvik-gw4,0.00036,0.3804878048780488,0.2407407407407407,174
tromso-fh-gw,6.1e-05,0.3661971830985915,0.2294117647058823,174
tromso-gw5,0.000115,0.3714285714285714,0.2335329341317365,174
teknobyen-gw1,0.007426,0.4375,0.3962264150943396,174
narvik-gw3,5.3e-05,0.3696682464454976,0.2321428571428571,174
hovedbygget-gw,0.001017,0.371859296482412,0.2371794871794871,174
hoytek-gw2,1e-06,0.3661971830985915,0.2294117647058823,174
teknobyen-gw2,0.00124,0.3781094527363184,0.240506329113924,174
ma2-gw,0.000277,0.37,0.2356687898089172,174
bergen-gw3,1.7e-05,0.3661971830985915,0.2294117647058823,174
narvik-kv-gw,0.000166,0.3714285714285714,0.2335329341317365,174
trd-gw,2.2e-05,0.3661971830985915,0.2294117647058823,174
ifi2-gw5,8.3e-05,0.3714285714285714,0.2335329341317365,174
oslo-gw1,5.6e-05,0.3661971830985915,0.2294117647058823,174
