SystemId,threshold,maxTPR,PPV,total
stangnes-gw,8.4e-05,0.975,0.2335329341317365,171
rodbergvn-gw2,2e-06,0.975,0.2294117647058823,171
narvik-gw4,5e-06,0.975,0.2294117647058823,171
tromso-fh-gw,3.5e-05,0.975,0.2321428571428571,171
tromso-gw5,0.000306,0.975,0.2565789473684211,171
teknobyen-gw1,0.000195,0.975,0.2321428571428571,171
narvik-gw3,3e-06,0.975,0.2294117647058823,171
hovedbygget-gw,0.000107,0.975,0.2294117647058823,171
hoytek-gw2,6.3e-05,0.975,0.2335329341317365,171
teknobyen-gw2,0.000155,0.975,0.2294117647058823,171
ma2-gw,0.000102,0.975,0.2363636363636363,171
bergen-gw3,4.1e-05,0.975,0.2294117647058823,171
narvik-kv-gw,1.2e-05,0.975,0.2307692307692307,171
trd-gw,0.000274,0.975,0.2392638036809816,171
ifi2-gw5,2.5e-05,0.975,0.2307692307692307,171
oslo-gw1,0.000153,0.975,0.2307692307692307,171
