SystemId,threshold,maxF1,PPV,total
stangnes-gw,6828809.444444,0.4705882352941176,0.4444444444444444,171
rodbergvn-gw2,6216729.222222,0.5094339622641509,0.4090909090909091,171
narvik-gw4,1000422.777777,0.3804878048780488,0.2363636363636363,171
tromso-fh-gw,198783.555555,0.3714285714285714,0.2294117647058823,171
tromso-gw5,3226993.666666,0.3936170212765957,0.25,171
teknobyen-gw1,2211.333333,0.3861386138613861,0.2407407407407407,171
narvik-gw3,483795.888888,0.3732057416267942,0.2307692307692307,171
hovedbygget-gw,2201370.333333,0.3819095477386934,0.2389937106918239,171
hoytek-gw2,740129.444444,0.3786407766990291,0.2349397590361445,171
teknobyen-gw2,104553.444444,0.3714285714285714,0.2294117647058823,171
ma2-gw,220863.444444,0.3732057416267942,0.2307692307692307,171
bergen-gw3,845176.111111,0.3732057416267942,0.2307692307692307,171
narvik-kv-gw,112854.555555,0.3786407766990291,0.2349397590361445,171
trd-gw,3089826.888888,0.3725490196078431,0.2317073170731707,171
ifi2-gw5,3832523.777777,0.3768115942028985,0.2335329341317365,171
oslo-gw1,3761130.555555,0.3725490196078431,0.2317073170731707,171
