SystemId,threshold,maxF1,PPV,total
stangnes-gw,0.158909,0.512396694214876,0.3974358974358974,174
rodbergvn-gw2,0.003211,0.3661971830985915,0.2294117647058823,174
narvik-gw4,0.26885,0.3958333333333333,0.3584905660377358,174
tromso-fh-gw,0.128327,0.4024390243902439,0.2727272727272727,174
tromso-gw5,0.186751,0.3720930232558139,0.2790697674418604,174
teknobyen-gw1,0.214109,0.4511278195488721,0.3333333333333333,174
narvik-gw3,0.10569,0.3756906077348066,0.2463768115942029,174
hovedbygget-gw,0.020981,0.3732057416267942,0.2349397590361445,174
hoytek-gw2,0.002212,0.3679245283018867,0.2307692307692307,174
teknobyen-gw2,0.002236,0.3661971830985915,0.2294117647058823,174
ma2-gw,0.055823,0.3707865168539326,0.2444444444444444,174
bergen-gw3,0.025147,0.3880597014925373,0.2468354430379747,174
narvik-kv-gw,0.149247,0.3851851851851852,0.2826086956521739,174
trd-gw,0.091238,0.3742690058479532,0.25,174
ifi2-gw5,0.004955,0.3696682464454976,0.2321428571428571,174
oslo-gw1,0.062236,0.3891891891891892,0.2535211267605634,174
