SystemId,threshold,maxF1,PPV,total
stangnes-gw,710779729.111114,0.3932584269662921,0.2536231884057971,171
rodbergvn-gw2,2789048483.111114,0.4246575342465753,0.2924528301886792,171
narvik-gw4,11595776629.666689,0.4099378881987577,0.2727272727272727,171
tromso-fh-gw,513045765.333343,0.3730569948186528,0.2352941176470588,171
tromso-gw5,6090196103.222229,0.4520547945205479,0.3113207547169811,171
teknobyen-gw1,1915617.333333,0.3737373737373737,0.2341772151898734,171
narvik-gw3,5989969884.555557,0.3957219251336898,0.2517006802721088,171
hovedbygget-gw,13088814372.888916,0.4313725490196078,0.2920353982300885,171
hoytek-gw2,10783307235.777832,0.3943661971830985,0.2745098039215686,171
teknobyen-gw2,105256148.666656,0.3732057416267942,0.2307692307692307,171
ma2-gw,3489507073.888916,0.4043715846994535,0.2587412587412587,171
bergen-gw3,4625274567.111115,0.4204545454545454,0.2720588235294117,171
narvik-kv-gw,6713644037.777771,0.4,0.2888888888888888,171
trd-gw,1068533933.555664,0.3768115942028985,0.2335329341317365,171
ifi2-gw5,125225330.444442,0.3768115942028985,0.2335329341317365,171
oslo-gw1,1018313343.555664,0.3732057416267942,0.2307692307692307,171
