SystemId,threshold,maxF1,PPV,total
stangnes-gw,574879.222222,0.3957219251336898,0.2569444444444444,174
rodbergvn-gw2,3480656.222222,0.4,0.3283582089552239,174
narvik-gw4,1031293.0,0.38,0.2420382165605095,174
tromso-fh-gw,7107.777777,0.3661971830985915,0.2294117647058823,174
tromso-gw5,6623324.333333,0.417910447761194,0.3076923076923077,174
teknobyen-gw1,8448.444444,0.4148148148148148,0.3043478260869565,174
narvik-gw3,83649.333333,0.3661971830985915,0.2294117647058823,174
hovedbygget-gw,2406833.777777,0.387434554973822,0.25,174
hoytek-gw2,3496230.777777,0.3891891891891892,0.2535211267605634,174
teknobyen-gw2,277757.666666,0.3768115942028985,0.2378048780487804,174
ma2-gw,329675.666666,0.3696682464454976,0.2321428571428571,174
bergen-gw3,8509445.333333,0.3816793893129771,0.2840909090909091,174
narvik-kv-gw,80098.111111,0.3661971830985915,0.2294117647058823,174
trd-gw,10616771.444444,0.3866666666666666,0.2710280373831775,174
ifi2-gw5,56669.777777,0.3679245283018867,0.2307692307692307,174
oslo-gw1,6823193.444444,0.3867403314917127,0.2536231884057971,174
