SystemId,threshold,maxF1,PPV,total
stangnes-gw,710910423.111114,0.3932584269662921,0.2536231884057971,171
rodbergvn-gw2,2788965983.555557,0.4246575342465753,0.2924528301886792,171
narvik-gw4,10666747724.0,0.4146341463414634,0.2741935483870967,171
tromso-fh-gw,519106229.111114,0.3730569948186528,0.2352941176470588,171
tromso-gw5,6097034907.888885,0.4489795918367347,0.308411214953271,171
teknobyen-gw1,378267.444444,0.3732057416267942,0.2307692307692307,171
narvik-gw3,8610552611.222229,0.3952095808383233,0.2598425196850393,171
hovedbygget-gw,12975346402.333311,0.4285714285714285,0.2894736842105263,171
hoytek-gw2,72992879.666687,0.3732057416267942,0.2307692307692307,171
teknobyen-gw2,54786807.777771,0.3732057416267942,0.2307692307692307,171
ma2-gw,3827790878.333313,0.4043715846994535,0.2587412587412587,171
bergen-gw3,6139498357.888916,0.4071856287425149,0.2677165354330709,171
narvik-kv-gw,6864787920.666656,0.4,0.2888888888888888,171
trd-gw,1068254611.111084,0.3768115942028985,0.2335329341317365,171
ifi2-gw5,514813509.333343,0.3714285714285714,0.2294117647058823,171
oslo-gw1,6571963926.222168,0.375,0.2368421052631578,171
