SystemId,threshold,maxTPR,PPV,total
stangnes-gw,264323531.444442,0.9069767441860463,0.2452830188679245,174
rodbergvn-gw2,61274828.444442,0.9069767441860463,0.2335329341317365,174
narvik-gw4,104112065.111114,0.9069767441860463,0.2307692307692307,174
tromso-fh-gw,40340198.888885,0.9069767441860463,0.2294117647058823,174
tromso-gw5,605983812.666664,0.9069767441860463,0.2378048780487804,174
teknobyen-gw1,402913.888888,0.9069767441860463,0.2307692307692307,174
narvik-gw3,103141733.888885,0.9069767441860463,0.2294117647058823,174
hovedbygget-gw,1471711786.888885,0.9069767441860463,0.2378048780487804,174
hoytek-gw2,73488943.888885,0.9069767441860463,0.2294117647058823,174
teknobyen-gw2,7729003.444442,0.9069767441860463,0.2294117647058823,174
ma2-gw,1867417.222229,0.9069767441860463,0.2294117647058823,174
bergen-gw3,576369193.444458,0.9069767441860463,0.2335329341317365,174
narvik-kv-gw,505917804.0,0.8837209302325582,0.2275449101796407,174
trd-gw,312348778.333313,0.8837209302325582,0.2289156626506024,174
ifi2-gw5,1153806633.444442,0.9069767441860463,0.2349397590361445,174
oslo-gw1,487539235.222168,0.8837209302325582,0.2248520710059171,174
