SystemId,threshold,maxTPR
stangnes-gw,0.000144,0.9069767441860463
rodbergvn-gw2,7e-06,0.9069767441860463
narvik-gw4,0.000145,0.9069767441860463
tromso-fh-gw,0.000115,0.9069767441860463
tromso-gw5,0.000332,0.9069767441860463
teknobyen-gw1,0.000472,0.9069767441860463
narvik-gw3,1.8e-05,0.9069767441860463
hovedbygget-gw,0.000171,0.9069767441860463
hoytek-gw2,0.000281,0.9069767441860463
teknobyen-gw2,0.000517,0.9069767441860463
ma2-gw,6.1e-05,0.9069767441860463
bergen-gw3,7.6e-05,0.9069767441860463
narvik-kv-gw,2e-06,0.9069767441860463
trd-gw,4.4e-05,0.9069767441860463
ifi2-gw5,0.000362,0.9069767441860463
oslo-gw1,0.000239,0.9069767441860463
