SystemId,threshold,maxTPR
stangnes-gw,498987274.555557,0.9069767441860463
rodbergvn-gw2,122579688.333328,0.9069767441860463
narvik-gw4,1418791155.888885,0.9069767441860463
tromso-fh-gw,81732471.222229,0.9069767441860463
tromso-gw5,1257346686.444442,0.9069767441860463
teknobyen-gw1,776503.444444,0.9069767441860463
narvik-gw3,206253566.111114,0.9069767441860463
hovedbygget-gw,2311172829.555542,0.9069767441860463
hoytek-gw2,383372383.888889,0.9069767441860463
teknobyen-gw2,7622344.888885,0.9069767441860463
ma2-gw,37977433.222229,0.9069767441860463
bergen-gw3,1590303197.777771,0.9069767441860463
narvik-kv-gw,1063244760.333343,0.8837209302325582
trd-gw,247036719.777832,0.9069767441860463
ifi2-gw5,171798195.666656,0.9069767441860463
oslo-gw1,1972554945.0,0.8837209302325582
