SystemId,threshold,maxTPR,PPV,total
stangnes-gw,318364.222222,0.975,0.2392638036809816,171
rodbergvn-gw2,1401001.555555,0.975,0.25,171
narvik-gw4,956888.555555,0.975,0.2349397590361445,171
tromso-fh-gw,224635.555555,0.95,0.2261904761904762,171
tromso-gw5,399771.333333,0.975,0.2335329341317365,171
teknobyen-gw1,892.333333,0.975,0.2349397590361445,171
narvik-gw3,483917.888888,0.975,0.2307692307692307,171
hovedbygget-gw,81650.111111,0.975,0.2294117647058823,171
hoytek-gw2,218086.333333,0.975,0.2294117647058823,171
teknobyen-gw2,99531.777777,0.975,0.2294117647058823,171
ma2-gw,153197.777777,0.975,0.2294117647058823,171
bergen-gw3,132670.444444,0.975,0.2294117647058823,171
narvik-kv-gw,125946.555555,0.975,0.2349397590361445,171
trd-gw,34377.555555,0.975,0.2294117647058823,171
ifi2-gw5,130057.444444,0.975,0.2335329341317365,171
oslo-gw1,55427.888888,0.975,0.2294117647058823,171
