SystemId,threshold,maxTPR
stangnes-gw,0.002333,0.975
rodbergvn-gw2,0.004121,0.975
narvik-gw4,0.001893,0.975
tromso-fh-gw,0.000818,0.975
tromso-gw5,1.4e-05,0.975
teknobyen-gw1,0.007419,0.975
narvik-gw3,0.00702,0.975
hovedbygget-gw,0.029252,0.975
hoytek-gw2,0.095913,0.975
teknobyen-gw2,0.000457,0.975
ma2-gw,0.006106,0.975
bergen-gw3,0.001457,0.975
narvik-kv-gw,0.008338,0.975
trd-gw,0.061165,0.975
ifi2-gw5,0.01061,0.975
oslo-gw1,0.019221,0.975
