SystemId,threshold,maxF1,PPV,total
stangnes-gw,-0.249112,0.7373986605569264,0.5841128018986458,7164
rodbergvn-gw2,0.800085,0.7373523708796051,0.5840547333147166,7163
narvik-gw4,-0.716185,0.7371744277821626,0.5838310876510626,7200
tromso-fh-gw,1.496553,0.7372986369268897,0.5839876612450925,7136
tromso-gw5,0.003675,0.7390476190476191,0.5938775510204082,7133
teknobyen-gw1,2.169803,0.8151986183074266,0.9971830985915492,7044
narvik-gw3,0.689086,0.7426326129666012,0.5928989020390703,7163
hovedbygget-gw,0.004221,0.7372851631006664,0.5838888888888889,7200
hoytek-gw2,-0.000263,0.7375537799631223,0.5845511482254697,7200
teknobyen-gw2,4.408373,0.7718776550552251,0.6911373145682769,7118
ma2-gw,0.820664,0.7376272376272376,0.5843993325917687,7200
bergen-gw3,7.494729,0.740187949143173,0.6038785327720986,7197
narvik-kv-gw,0.003562,0.7369354981811729,0.5835323872418153,7119
trd-gw,6.738479,0.7604982921438618,0.6582608695652173,7200
ifi2-gw5,-0.000611,0.7375609756097561,0.5843991567111736,7125
oslo-gw1,0.121793,0.7372851631006664,0.5838888888888889,7200
