SystemId,threshold,maxF1,PPV,total
stangnes-gw,-0.071613,0.7373986605569264,0.5841128018986458,7164
rodbergvn-gw2,0.211248,0.7373523708796051,0.5840547333147166,7163
narvik-gw4,-0.177261,0.7388032963095664,0.5925287356321839,7200
tromso-fh-gw,0.728895,0.7371216144450345,0.5838474481211441,7136
tromso-gw5,0.216801,0.7383467992541951,0.5857988165680473,7133
teknobyen-gw1,0.295246,0.8036827195467422,0.9610433604336044,7044
narvik-gw3,0.157274,0.7403760071620412,0.5919828203292771,7163
hovedbygget-gw,0.212292,0.7373498202227484,0.5839699958327546,7200
hoytek-gw2,-0.454032,0.7372390808630065,0.5839121978327313,7200
teknobyen-gw2,0.353155,0.7373835920177384,0.5840944218069412,7118
ma2-gw,0.2088,0.7374791684939918,0.5841322773377796,7200
bergen-gw3,0.262203,0.7372576541801913,0.5838543837710157,7197
narvik-kv-gw,0.297776,0.7369354981811729,0.5835323872418153,7119
trd-gw,0.704658,0.7372851631006664,0.5838888888888889,7200
ifi2-gw5,-0.08349,0.7373925374457148,0.5840235855678787,7125
oslo-gw1,3.621272,0.7372851631006664,0.5838888888888889,7200
