SystemId,threshold,maxF1,PPV,total
stangnes-gw,-0.036195,0.7362850590933145,0.5835313854326856,7164
rodbergvn-gw2,-0.024687,0.7360155284983236,0.5833566433566434,7163
tromso-fh-gw,-0.039549,0.7367675694813242,0.5835670218732474,7136
tromso-gw5,-0.00449,0.7435825632409222,0.6082773365913255,7133
teknobyen-gw1,0.00104,0.7494811740290542,0.9583017437452616,7044
narvik-gw3,-0.001265,0.7458458185780441,0.601493848857645,7163
hovedbygget-gw,-0.00069,0.7398208107868358,0.5898995614655538,7200
teknobyen-gw2,-0.002482,0.7353646619880962,0.5830398647696858,7118
ma2-gw,-0.002299,0.7412501102001234,0.5888779941168231,7200
bergen-gw3,-0.000505,0.7374703765470025,0.5842024753163677,7197
narvik-kv-gw,-0.033725,0.7385556255058908,0.589519023689878,7119
trd-gw,-9.3e-05,0.7385534757008525,0.5856445993031358,7200
ifi2-gw5,-0.01383,0.7770283291578339,0.6484400128658733,7125
oslo-gw1,-0.000117,0.7426392337708407,0.5920531674208145,7200
