SystemId,threshold,maxF1,PPV,total
stangnes-gw,-0.851186,0.7373986605569264,0.5841128018986458,7164
rodbergvn-gw2,4.45512,0.7373897707231041,0.5842649524874232,7163
narvik-gw4,-2.441971,0.7375164545853444,0.5843415380336532,7200
tromso-fh-gw,3.086026,0.7384314770405898,0.5860707740025377,7136
tromso-gw5,1.60591,0.7375132837407014,0.5842570506524485,7133
teknobyen-gw1,16.550739,0.8130948947216614,0.997523000707714,7044
narvik-gw3,1.734481,0.7412777526053467,0.5970802919708029,7163
hovedbygget-gw,3.929811,0.7372851631006664,0.5838888888888889,7200
hoytek-gw2,4.334421,0.7379972565157751,0.5994651611944734,7200
teknobyen-gw2,8.782333,0.7505857294994676,0.6735474006116208,7118
ma2-gw,6.494275,0.7415487244208059,0.5970387574393962,7200
bergen-gw3,-0.031018,0.737340939008337,0.5840400389267343,7197
narvik-kv-gw,6.037881,0.738398503607375,0.586031386964513,7119
trd-gw,13.8599,0.7378076468985559,0.5967386513882768,7200
ifi2-gw5,2.196771,0.7396487629791052,0.7923647349629223,7125
oslo-gw1,5.595192,0.7372851631006664,0.5838888888888889,7200
