SystemId,threshold,maxTPR,PPV,total
stangnes-gw,-1.031066,0.9973715651135006,0.5858245614035088,7164
rodbergvn-gw2,-0.757293,0.9966539196940728,0.5832983634074695,7163
tromso-fh-gw,-0.530802,1.0,0.5870913190529876,7136
tromso-gw5,-0.872047,1.0,0.5863719555117556,7133
teknobyen-gw1,-1.000629,1.0,0.5856022808267998,7044
narvik-gw3,-1.005588,1.0,0.586627417998318,7163
hovedbygget-gw,-0.632334,0.9995242626070407,0.585481398913195,7200
teknobyen-gw2,-0.829521,0.9971139971139972,0.5834506051224317,7118
ma2-gw,-1.03277,1.0,0.5839699958327546,7200
bergen-gw3,-0.790299,1.0,0.5839355197331851,7197
narvik-kv-gw,-0.333911,1.0,0.5841653775840248,7119
trd-gw,-0.98252,1.0,0.5839699958327546,7200
ifi2-gw5,-1.009431,1.0,0.5861631675355784,7125
oslo-gw1,-1.003489,1.0,0.5840511253125868,7200
