SystemId,threshold,maxF1,PPV,total
stangnes-gw,-0.248567,0.7373986605569264,0.5841128018986458,7164
rodbergvn-gw2,0.795577,0.7373523708796051,0.5840547333147166,7163
narvik-gw4,-0.644452,0.7371744277821626,0.5838310876510626,7200
tromso-fh-gw,1.726202,0.7372986369268897,0.5839876612450925,7136
tromso-gw5,0.003678,0.7394684505514374,0.5930114542554734,7133
teknobyen-gw1,2.357807,0.8133198789101918,0.9971721456345,7044
narvik-gw3,0.694079,0.7426326129666012,0.5928989020390703,7163
hovedbygget-gw,0.009824,0.7372851631006664,0.5838888888888889,7200
hoytek-gw2,1.894467,0.7459016393442623,0.6823204419889503,7200
teknobyen-gw2,4.425051,0.7717771883289125,0.6905259160812607,7118
ma2-gw,0.0073,0.7374144886861954,0.5840511253125868,7200
bergen-gw3,-0.010543,0.737340939008337,0.5840400389267343,7197
narvik-kv-gw,0.329968,0.7371317003904864,0.5837784649985943,7119
trd-gw,0.114711,0.7610297829379101,0.6611120855990177,7200
ifi2-gw5,0.622649,0.760047408684409,0.6887326694005077,7125
oslo-gw1,0.078147,0.7372851631006664,0.5838888888888889,7200
