SystemId,threshold,maxF1,PPV,total
stangnes-gw,-0.952251,0.7397624534656976,0.5879949274341271,7164
rodbergvn-gw2,-0.757293,0.7359039971763875,0.5832983634074695,7163
tromso-fh-gw,-0.530802,0.739833066950808,0.5870913190529876,7136
tromso-gw5,-0.872047,0.7392616258430955,0.5863719555117556,7133
teknobyen-gw1,0.999933,0.7494811740290542,0.9583017437452616,7044
narvik-gw3,-1.005588,0.7394646170156374,0.586627417998318,7163
hovedbygget-gw,-0.540122,0.739157209465998,0.5864861091721346,7200
teknobyen-gw2,-0.829521,0.7361505681818182,0.5834506051224317,7118
ma2-gw,-0.983851,0.7373906898683862,0.5864830687087256,7200
bergen-gw3,-0.790299,0.7373223372521495,0.5839355197331851,7197
narvik-kv-gw,-0.213842,0.741583175376839,0.5932129963898917,7119
trd-gw,-0.559648,0.7377293880059707,0.5846903270702853,7200
ifi2-gw5,-1.001515,0.7464351005484461,0.602212389380531,7125
oslo-gw1,-0.636794,0.7417124623293743,0.5911274371291325,7200
