Time,Value
2023-01-26T00:00:00Z,31098542.1500747
2023-01-26T00:30:00Z,30103117.872187383
2023-01-26T01:00:00Z,28248205.26201319
2023-01-26T01:30:00Z,26147276.2481087
2023-01-26T02:00:00Z,27590632.998033848
2023-01-26T02:30:00Z,27138168.454357717
2023-01-26T03:00:00Z,26107317.40252888
2023-01-26T03:30:00Z,21549723.933910616
2023-01-26T04:00:00Z,16423197.75622745
2023-01-26T04:30:00Z,19717671.482253972
2023-01-26T05:00:00Z,17002348.15417165
2023-01-26T05:30:00Z,22900983.986536928
2023-01-26T06:00:00Z,20038098.41027044
2023-01-26T06:30:00Z,17393592.705072682
2023-01-26T07:00:00Z,23428409.54665572
2023-01-26T07:30:00Z,35400474.7939032
2023-01-26T08:00:00Z,44696575.56537428
2023-01-26T08:30:00Z,63676502.3415223
2023-01-26T09:00:00Z,63205872.100141816
2023-01-26T09:30:00Z,73721768.14215711
2023-01-26T10:00:00Z,71768768.15489171
2023-01-26T10:30:00Z,72998169.41484171
2023-01-26T11:00:00Z,65815077.59521262
2023-01-26T11:30:00Z,75620744.54822487
2023-01-26T12:00:00Z,71896400.22062996
2023-01-26T12:30:00Z,77838691.89334163
2023-01-26T13:00:00Z,73164406.13247372
2023-01-26T13:30:00Z,69362761.15192614
2023-01-26T14:00:00Z,65529664.2977728
2023-01-26T14:30:00Z,61857225.842051566
2023-01-26T15:00:00Z,49884176.55971524
2023-01-26T15:30:00Z,46629851.03831513
2023-01-26T16:00:00Z,46517922.82133612
2023-01-26T16:30:00Z,41299760.73058929
2023-01-26T17:00:00Z,36248834.20274308
2023-01-26T17:30:00Z,30892711.68546762
2023-01-26T18:00:00Z,29504955.871777
2023-01-26T18:30:00Z,28973228.90949134
2023-01-26T19:00:00Z,30141938.67768266
2023-01-26T19:30:00Z,37381756.25585505
2023-01-26T20:00:00Z,33372298.459561013
2023-01-26T20:30:00Z,38728002.496790886
2023-01-26T21:00:00Z,34782041.369831994
2023-01-26T21:30:00Z,32200224.76286838
2023-01-26T22:00:00Z,30544063.663057007
2023-01-26T22:30:00Z,30781510.667927533
2023-01-26T23:00:00Z,30557127.25871167
2023-01-26T23:30:00Z,31901467.92788376
2023-01-27T00:00:00Z,27663633.89243068
2023-01-27T00:30:00Z,24710897.872090086
2023-01-27T01:00:00Z,22768876.684786938
2023-01-27T01:30:00Z,24135238.990072895
2023-01-27T02:00:00Z,22063892.982477102
2023-01-27T02:30:00Z,22207751.85563906
2023-01-27T03:00:00Z,22373093.771133512
2023-01-27T03:30:00Z,17593536.80018911
2023-01-27T04:00:00Z,15913119.317251686
2023-01-27T04:30:00Z,18480044.198561616
2023-01-27T05:00:00Z,15391592.59286443
2023-01-27T05:30:00Z,17424097.220405217
2023-01-27T06:00:00Z,19626145.219070368
2023-01-27T06:30:00Z,18555905.586396556
2023-01-27T07:00:00Z,22159163.046382006
2023-01-27T07:30:00Z,37019373.88530305
2023-01-27T08:00:00Z,47314905.318041444
2023-01-27T08:30:00Z,62523347.010130174
2023-01-27T09:00:00Z,68061768.32093233
2023-01-27T09:30:00Z,80146937.3822665
2023-01-27T10:00:00Z,78953048.63043314
2023-01-27T10:30:00Z,76143773.54257916
2023-01-27T11:00:00Z,65409333.03940227
2023-01-27T11:30:00Z,66629419.805786565
2023-01-27T12:00:00Z,68195006.2616848
2023-01-27T12:30:00Z,73261829.70982032
2023-01-27T13:00:00Z,66765623.8898596
2023-01-27T13:30:00Z,63117941.929216534
2023-01-27T14:00:00Z,64934137.152215034
2023-01-27T14:30:00Z,60591066.098387174
2023-01-27T15:00:00Z,55245555.804977626
2023-01-27T15:30:00Z,54159789.197944924
2023-01-27T16:00:00Z,50178561.71799851
2023-01-27T16:30:00Z,48695134.73922456
2023-01-27T17:00:00Z,48711081.63521214
2023-01-27T17:30:00Z,44238814.96404399
2023-01-27T18:00:00Z,38454343.67644863
2023-01-27T18:30:00Z,33629110.37729603
2023-01-27T19:00:00Z,34127702.04668011
2023-01-27T19:30:00Z,41616138.78898512
2023-01-27T20:00:00Z,41198063.88358721
2023-01-27T20:30:00Z,41051476.41029917
2023-01-27T21:00:00Z,49544740.122035585
2023-01-27T21:30:00Z,36402654.660570316
2023-01-27T22:00:00Z,36296512.84610215
2023-01-27T22:30:00Z,37181795.77155226
2023-01-27T23:00:00Z,38730790.06355489
2023-01-27T23:30:00Z,38617241.778070875
2023-01-28T00:00:00Z,35264699.09642572
2023-01-28T00:30:00Z,32111506.42097669
2023-01-28T01:00:00Z,32575792.24218439
2023-01-28T01:30:00Z,26417953.78138065
2023-01-28T02:00:00Z,22486284.590191685
2023-01-28T02:30:00Z,27116402.653577205
2023-01-28T03:00:00Z,20655538.67081425
2023-01-28T03:30:00Z,18706056.545719262
2023-01-28T04:00:00Z,16665854.19923868
2023-01-28T04:30:00Z,19085829.43964058
2023-01-28T05:00:00Z,18570578.4985062
2023-01-28T05:30:00Z,16959249.207820006
2023-01-28T06:00:00Z,17286718.48491937
2023-01-28T06:30:00Z,17933692.22630426
2023-01-28T07:00:00Z,17812466.73139601
2023-01-28T07:30:00Z,16722258.556277374
2023-01-28T08:00:00Z,16848978.135374658
2023-01-28T08:30:00Z,17607217.021396227
2023-01-28T09:00:00Z,19984211.79235231
2023-01-28T09:30:00Z,18100620.92098059
2023-01-28T10:00:00Z,21001907.79317639
2023-01-28T10:30:00Z,25896221.780241385
2023-01-28T11:00:00Z,30781855.6968694
2023-01-28T11:30:00Z,30548838.23052029
2023-01-28T12:00:00Z,31928249.064712033
2023-01-28T12:30:00Z,30464426.434055682
2023-01-28T13:00:00Z,30309316.68413978
2023-01-28T13:30:00Z,28147593.87348798
2023-01-28T14:00:00Z,31062056.41697977
2023-01-28T14:30:00Z,34035571.41202967
2023-01-28T15:00:00Z,38251048.57140365
2023-01-28T15:30:00Z,34848491.617049865
2023-01-28T16:00:00Z,29424888.395520706
2023-01-28T16:30:00Z,30254659.48877662
2023-01-28T17:00:00Z,29010533.38366939
2023-01-28T17:30:00Z,35065119.60803045
2023-01-28T18:00:00Z,32300129.23603644
2023-01-28T18:30:00Z,26934044.5141101
2023-01-28T19:00:00Z,26245083.617649984
2023-01-28T19:30:00Z,28571863.406911653
2023-01-28T20:00:00Z,31268408.781760257
2023-01-28T20:30:00Z,32272305.73905037
2023-01-28T21:00:00Z,29052697.087166473
2023-01-28T21:30:00Z,33774311.45676462
2023-01-28T22:00:00Z,29512531.221351445
2023-01-28T22:30:00Z,31433833.753185347
2023-01-28T23:00:00Z,26853883.242532857
2023-01-28T23:30:00Z,27678634.524583634
2023-01-29T00:00:00Z,22487813.453828156
2023-01-29T00:30:00Z,25844449.99788473
