Time,Value
2022-09-22T00:00:00Z,83494799.10284902
2022-09-22T00:30:00Z,63891793.48886106
2022-09-22T01:00:00Z,64948744.581920706
2022-09-22T01:30:00Z,62209365.901978984
2022-09-22T02:00:00Z,56711608.2563347
2022-09-22T02:30:00Z,46408016.60303729
2022-09-22T03:00:00Z,44573047.18910091
2022-09-22T03:30:00Z,38270822.22395566
2022-09-22T04:00:00Z,42251166.72213144
2022-09-22T04:30:00Z,46597544.994330555
2022-09-22T05:00:00Z,45057367.26214121
2022-09-22T05:30:00Z,42324539.42468299
2022-09-22T06:00:00Z,58198612.51830734
2022-09-22T06:30:00Z,77098798.87594469
2022-09-22T07:00:00Z,82320675.30917887
2022-09-22T07:30:00Z,103819126.05490598
2022-09-22T08:00:00Z,109967776.03392059
2022-09-22T08:30:00Z,115451294.69748975
2022-09-22T09:00:00Z,112332681.00284968
2022-09-22T09:30:00Z,108487486.50525877
2022-09-22T10:00:00Z,105914313.15654013
2022-09-22T10:30:00Z,109093972.18422568
2022-09-22T11:00:00Z,116283097.37439165
2022-09-22T11:30:00Z,136845502.54940453
2022-09-22T12:00:00Z,131162810.76168808
2022-09-22T12:30:00Z,132491093.24215244
2022-09-22T13:00:00Z,119990250.872134
2022-09-22T13:30:00Z,103575000.5489945
2022-09-22T14:00:00Z,92204664.59891729
2022-09-22T14:30:00Z,91529928.44326662
2022-09-22T15:00:00Z,79834100.23616453
2022-09-22T15:30:00Z,88226439.41617572
2022-09-22T16:00:00Z,83868608.15330428
2022-09-22T16:30:00Z,78242160.30590007
2022-09-22T17:00:00Z,77684112.91427016
2022-09-22T17:30:00Z,74113250.64448144
2022-09-22T18:00:00Z,64380024.95221778
2022-09-22T18:30:00Z,64373180.20968362
2022-09-22T19:00:00Z,66038366.476405546
2022-09-22T19:30:00Z,82212616.3781222
2022-09-22T20:00:00Z,87476225.2623911
2022-09-22T20:30:00Z,84198507.96608813
2022-09-22T21:00:00Z,73905801.65496142
2022-09-22T21:30:00Z,70500213.21630797
2022-09-22T22:00:00Z,62827877.31083503
2022-09-22T22:30:00Z,54392172.83042866
2022-09-22T23:00:00Z,53607094.43018639
2022-09-22T23:30:00Z,46827108.85044693
2022-09-23T00:00:00Z,41622893.34877689
2022-09-23T00:30:00Z,33927432.00326714
2022-09-23T01:00:00Z,29962974.82077647
2022-09-23T01:30:00Z,28749551.727846272
2022-09-23T02:00:00Z,26513380.405521397
2022-09-23T02:30:00Z,22268551.910182517
2022-09-23T03:00:00Z,21367058.272858325
2022-09-23T03:30:00Z,19190509.662470773
2022-09-23T04:00:00Z,24900889.433320522
2022-09-23T04:30:00Z,22400425.85640615
2022-09-23T05:00:00Z,21003349.912409928
2022-09-23T05:30:00Z,23496092.29857152
2022-09-23T06:00:00Z,27726669.629242986
2022-09-23T06:30:00Z,49734419.37681763
2022-09-23T07:00:00Z,65926133.341597006
2022-09-23T07:30:00Z,93541001.41549702
2022-09-23T08:00:00Z,102381002.40894824
2022-09-23T08:30:00Z,108414213.91055192
2022-09-23T09:00:00Z,101307101.87101528
2022-09-23T09:30:00Z,116519760.19081643
2022-09-23T10:00:00Z,103759689.64816831
2022-09-23T10:30:00Z,110603126.6973044
2022-09-23T11:00:00Z,109319587.08877707
2022-09-23T11:30:00Z,116805785.66755337
2022-09-23T12:00:00Z,110469022.50179303
2022-09-23T12:30:00Z,107845943.43139517
2022-09-23T13:00:00Z,94595762.61893328
2022-09-23T13:30:00Z,79535768.48705377
2022-09-23T14:00:00Z,78456218.67548351
2022-09-23T14:30:00Z,67251974.45103754
2022-09-23T15:00:00Z,58978360.97465069
2022-09-23T15:30:00Z,55075166.158983886
2022-09-23T16:00:00Z,52126432.34764925
2022-09-23T16:30:00Z,51178103.255405016
2022-09-23T17:00:00Z,50021111.83980395
2022-09-23T17:30:00Z,51810528.25256213
2022-09-23T18:00:00Z,47302829.97526332
2022-09-23T18:30:00Z,45526321.34964766
2022-09-23T19:00:00Z,47044906.17011119
