Time,egress_stats__if_1sec_pkts
2022-10-06T00:30:00Z,2569496400
2022-10-06T01:00:00Z,2748194278
2022-10-06T01:30:00Z,2369370573
2022-10-06T02:00:00Z,2795127943
2022-10-06T02:30:00Z,2404984241
2022-10-06T03:00:00Z,2292908466
2022-10-06T03:30:00Z,2429589841
2022-10-06T04:00:00Z,3102470993
2022-10-06T04:30:00Z,3092174081
2022-10-06T05:00:00Z,2762197088
2022-10-06T05:30:00Z,3130252984
2022-10-06T06:00:00Z,3817176358
2022-10-06T06:30:00Z,5042501841
2022-10-06T07:00:00Z,6268557806
2022-10-06T07:30:00Z,6922911028
2022-10-06T08:00:00Z,7764983743
2022-10-06T08:30:00Z,7812131668
2022-10-06T09:00:00Z,7704824470
2022-10-06T09:30:00Z,7167298087
2022-10-06T10:00:00Z,6848451218
2022-10-06T10:30:00Z,7042906658
2022-10-06T11:00:00Z,7596703858
2022-10-06T11:30:00Z,8509145780
2022-10-06T12:00:00Z,9319083954
2022-10-06T12:30:00Z,9147797372
2022-10-06T13:00:00Z,7935585597
2022-10-06T13:30:00Z,7560307735
2022-10-06T14:00:00Z,6753899806
2022-10-06T14:30:00Z,6334186392
2022-10-06T15:00:00Z,6332612513
2022-10-06T15:30:00Z,5738392738
2022-10-06T16:00:00Z,5288317410
2022-10-06T16:30:00Z,6323799015
2022-10-06T17:00:00Z,5246789878
2022-10-06T17:30:00Z,5423481269
2022-10-06T18:00:00Z,4634696690
2022-10-06T18:30:00Z,4755212607
2022-10-06T19:00:00Z,4598067475
2022-10-06T19:30:00Z,5576482206
2022-10-06T20:00:00Z,6021396397
2022-10-06T20:30:00Z,5529532441
2022-10-06T21:00:00Z,5298170556
2022-10-06T21:30:00Z,4252582438
2022-10-06T22:00:00Z,3871402818
2022-10-06T22:30:00Z,3990321042
2022-10-06T23:00:00Z,4339440352
2022-10-06T23:30:00Z,3899379485
2022-10-07T00:00:00Z,3441574116
2022-10-07T00:30:00Z,3157602901
2022-10-07T01:00:00Z,3240073325
2022-10-07T01:30:00Z,3142703754
2022-10-07T02:00:00Z,3458340462
2022-10-07T02:30:00Z,3952994196
2022-10-07T03:00:00Z,3212364874
2022-10-07T03:30:00Z,3221442142
2022-10-07T04:00:00Z,3584722127
2022-10-07T04:30:00Z,3528860950
2022-10-07T05:00:00Z,3324644296
2022-10-07T05:30:00Z,3381101676
2022-10-07T06:00:00Z,3741558550
2022-10-07T06:30:00Z,4824254012
2022-10-07T07:00:00Z,5324752575
2022-10-07T07:30:00Z,6124775236
2022-10-07T08:00:00Z,6050276191
2022-10-07T08:30:00Z,7173766244
2022-10-07T09:00:00Z,6894970388
2022-10-07T09:30:00Z,6741229397
2022-10-07T10:00:00Z,6523341865
2022-10-07T10:30:00Z,6734050901
2022-10-07T11:00:00Z,6626344631
2022-10-07T11:30:00Z,6931703280
2022-10-07T12:00:00Z,6600144190
2022-10-07T12:30:00Z,5883659191
2022-10-07T13:00:00Z,5734968331
2022-10-07T13:30:00Z,5648307504
2022-10-07T14:00:00Z,4948788908
2022-10-07T14:30:00Z,4635095199
2022-10-07T15:00:00Z,4076641638
2022-10-07T15:30:00Z,3806637638
2022-10-07T16:00:00Z,3912287004
2022-10-07T16:30:00Z,4191611921
2022-10-07T17:00:00Z,4540508339
2022-10-07T17:30:00Z,4590237674
2022-10-07T18:00:00Z,4495182097
2022-10-07T18:30:00Z,4975506594
2022-10-07T19:00:00Z,5140824389
2022-10-07T19:30:00Z,4283451700
2022-10-07T20:00:00Z,4346618538
2022-10-07T20:30:00Z,3880072173
2022-10-07T21:00:00Z,3718966147
2022-10-07T21:30:00Z,3794726610
