Time,egress_stats__if_1sec_pkts
2023-01-26T00:30:00Z,3766724215
2023-01-26T01:00:00Z,3459125895
2023-01-26T01:30:00Z,3585046386
2023-01-26T02:00:00Z,3648330911
2023-01-26T02:30:00Z,3115245492
2023-01-26T03:00:00Z,3448221668
2023-01-26T03:30:00Z,3481454613
2023-01-26T04:00:00Z,4020176881
2023-01-26T04:30:00Z,3666368417
2023-01-26T05:00:00Z,3009631003
2023-01-26T05:30:00Z,3127986154
2023-01-26T06:00:00Z,2976424997
2023-01-26T06:30:00Z,2963628413
2023-01-26T07:00:00Z,3514249265
2023-01-26T07:30:00Z,4957144349
2023-01-26T08:00:00Z,5957783137
2023-01-26T08:30:00Z,7803592335
2023-01-26T09:00:00Z,7898016650
2023-01-26T09:30:00Z,9100760906
2023-01-26T10:00:00Z,8519408356
2023-01-26T10:30:00Z,8354288097
2023-01-26T11:00:00Z,7560247719
2023-01-26T11:30:00Z,7879030367
2023-01-26T12:00:00Z,8202849121
2023-01-26T12:30:00Z,8649626852
2023-01-26T13:00:00Z,8020521465
2023-01-26T13:30:00Z,7851809565
2023-01-26T14:00:00Z,7528107122
2023-01-26T14:30:00Z,6957064387
2023-01-26T15:00:00Z,6422766669
2023-01-26T15:30:00Z,5562430065
2023-01-26T16:00:00Z,5288687412
2023-01-26T16:30:00Z,5182245602
2023-01-26T17:00:00Z,4725636788
2023-01-26T17:30:00Z,4461236573
2023-01-26T18:00:00Z,4429833578
2023-01-26T18:30:00Z,4409151548
2023-01-26T19:00:00Z,4482822809
2023-01-26T19:30:00Z,4329930295
2023-01-26T20:00:00Z,4517660560
2023-01-26T20:30:00Z,4304793671
2023-01-26T21:00:00Z,4129767323
2023-01-26T21:30:00Z,4189406901
2023-01-26T22:00:00Z,3748495243
2023-01-26T22:30:00Z,3928014526
2023-01-26T23:00:00Z,3726883872
2023-01-26T23:30:00Z,3709580650
2023-01-27T00:00:00Z,3272910523
2023-01-27T00:30:00Z,3098376170
2023-01-27T01:00:00Z,2892020161
2023-01-27T01:30:00Z,2887086585
2023-01-27T02:00:00Z,2809818123
2023-01-27T02:30:00Z,2910535775
2023-01-27T03:00:00Z,3130164816
2023-01-27T03:30:00Z,2754108998
