Time,egress_stats__if_1sec_pkts
2023-02-02T00:30:00Z,1638208203
2023-02-02T01:00:00Z,1092793857
2023-02-02T01:30:00Z,2598940580
2023-02-02T02:00:00Z,2866023027
2023-02-02T02:30:00Z,2504037920
2023-02-02T03:00:00Z,2504726779
2023-02-02T03:30:00Z,2371699687
2023-02-02T04:00:00Z,2326016477
2023-02-02T04:30:00Z,2618906210
2023-02-02T05:00:00Z,2359600709
2023-02-02T05:30:00Z,2267258472
2023-02-02T06:00:00Z,2708598381
2023-02-02T06:30:00Z,2916555193
2023-02-02T07:00:00Z,3107861330
2023-02-02T07:30:00Z,4430576568
2023-02-02T08:00:00Z,6021595484
2023-02-02T08:30:00Z,7673536686
2023-02-02T09:00:00Z,7673549853
2023-02-02T09:30:00Z,8441058325
2023-02-02T10:00:00Z,8458397546
2023-02-02T10:30:00Z,8180078283
2023-02-02T11:00:00Z,7625501336
2023-02-02T11:30:00Z,8034809647
2023-02-02T12:00:00Z,8221898594
2023-02-02T12:30:00Z,8728584039
2023-02-02T13:00:00Z,8009169642
2023-02-02T13:30:00Z,7699512245
2023-02-02T14:00:00Z,7508916660
2023-02-02T14:30:00Z,6836449450
2023-02-02T15:00:00Z,6070169958
2023-02-02T15:30:00Z,5333078696
2023-02-02T16:00:00Z,5204015234
2023-02-02T16:30:00Z,4761628309
2023-02-02T17:00:00Z,4487072493
2023-02-02T17:30:00Z,4300967263
2023-02-02T18:00:00Z,4466729082
2023-02-02T18:30:00Z,4066441488
2023-02-02T19:00:00Z,4223177473
2023-02-02T19:30:00Z,3812374099
2023-02-02T20:00:00Z,3992923368
2023-02-02T20:30:00Z,4027041510
2023-02-02T21:00:00Z,3937879070
2023-02-02T21:30:00Z,3768840072
2023-02-02T22:00:00Z,3889853163
2023-02-02T22:30:00Z,3486309362
2023-02-02T23:00:00Z,3465170545
2023-02-02T23:30:00Z,3300882524
2023-02-03T00:00:00Z,2955935633
2023-02-03T00:30:00Z,3288490196
2023-02-03T01:00:00Z,3573370641
2023-02-03T01:30:00Z,2507632758
2023-02-03T02:00:00Z,2512828870
2023-02-03T02:30:00Z,2391481118
2023-02-03T03:00:00Z,2591931991
2023-02-03T03:30:00Z,2291455413
2023-02-03T04:00:00Z,2155356493
2023-02-03T04:30:00Z,2300923757
2023-02-03T05:00:00Z,2074007666
2023-02-03T05:30:00Z,2019285088
2023-02-03T06:00:00Z,2139047938
2023-02-03T06:30:00Z,2177762277
2023-02-03T07:00:00Z,2804524585
2023-02-03T07:30:00Z,3683460038
2023-02-03T08:00:00Z,4946835372
2023-02-03T08:30:00Z,5911343433
2023-02-03T09:00:00Z,6453498455
2023-02-03T09:30:00Z,7194186455
2023-02-03T10:00:00Z,7427502619
2023-02-03T10:30:00Z,7210158140
2023-02-03T11:00:00Z,6666285589
2023-02-03T11:30:00Z,7050135161
2023-02-03T12:00:00Z,7451984486
2023-02-03T12:30:00Z,7693356520
2023-02-03T13:00:00Z,7556348278
2023-02-03T13:30:00Z,7037266956
2023-02-03T14:00:00Z,6654234601
2023-02-03T14:30:00Z,6311327235
2023-02-03T15:00:00Z,5868227605
2023-02-03T15:30:00Z,5087163723
2023-02-03T16:00:00Z,5065561826
2023-02-03T16:30:00Z,4639291073
2023-02-03T17:00:00Z,4331647645
2023-02-03T17:30:00Z,4123178890
2023-02-03T18:00:00Z,3838332165
2023-02-03T18:30:00Z,3647475704
2023-02-03T19:00:00Z,4050035445
2023-02-03T19:30:00Z,4119613136
2023-02-03T20:00:00Z,3922020505
2023-02-03T20:30:00Z,3769589968
2023-02-03T21:00:00Z,4155812179
2023-02-03T21:30:00Z,3854131835
2023-02-03T22:00:00Z,3783648773
2023-02-03T22:30:00Z,3662847124
2023-02-03T23:00:00Z,3527979755
2023-02-03T23:30:00Z,3478228915
2023-02-04T00:00:00Z,3391593564
2023-02-04T00:30:00Z,2972164129
2023-02-04T01:00:00Z,2746032756
2023-02-04T01:30:00Z,2585492162
2023-02-04T02:00:00Z,2696398598
2023-02-04T02:30:00Z,2426597343
2023-02-04T03:00:00Z,2584893187
2023-02-04T03:30:00Z,2331170051
2023-02-04T04:00:00Z,2380576096
2023-02-04T04:30:00Z,2185721502
2023-02-04T05:00:00Z,2237484569
2023-02-04T05:30:00Z,2212014662
2023-02-04T06:00:00Z,2244819212
2023-02-04T06:30:00Z,2233509533
2023-02-04T07:00:00Z,2202424525
2023-02-04T07:30:00Z,1981536853
2023-02-04T08:00:00Z,2371488520
2023-02-04T08:30:00Z,2403688988
2023-02-04T09:00:00Z,2596452442
2023-02-04T09:30:00Z,2479067965
2023-02-04T10:00:00Z,2626682834
2023-02-04T10:30:00Z,2704031089
2023-02-04T11:00:00Z,2975686004
2023-02-04T11:30:00Z,3055098869
2023-02-04T12:00:00Z,2965514110
2023-02-04T12:30:00Z,2962506165
2023-02-04T13:00:00Z,3055047799
2023-02-04T13:30:00Z,3324437739
2023-02-04T14:00:00Z,3219122798
2023-02-04T14:30:00Z,3238208050
2023-02-04T15:00:00Z,3277767324
2023-02-04T15:30:00Z,3134716831
2023-02-04T16:00:00Z,3418651109
2023-02-04T16:30:00Z,3169302736
2023-02-04T17:00:00Z,3206974837
2023-02-04T17:30:00Z,3013837923
2023-02-04T18:00:00Z,3093970237
2023-02-04T18:30:00Z,2844580758
2023-02-04T19:00:00Z,3045706660
2023-02-04T19:30:00Z,3137143041
2023-02-04T20:00:00Z,3243308693
2023-02-04T20:30:00Z,3202834600
2023-02-04T21:00:00Z,3278638910
2023-02-04T21:30:00Z,3130771262
2023-02-04T22:00:00Z,3036536542
2023-02-04T22:30:00Z,2751660022
2023-02-04T23:00:00Z,2928514447
2023-02-04T23:30:00Z,2733279159
2023-02-05T00:00:00Z,2651269721
2023-02-05T00:30:00Z,2406822999
2023-02-05T01:00:00Z,2474773401
2023-02-05T01:30:00Z,2341570961
2023-02-05T02:00:00Z,2447519885
2023-02-05T02:30:00Z,2229963871
2023-02-05T03:00:00Z,2199395249
2023-02-05T03:30:00Z,2051059185
2023-02-05T04:00:00Z,2190450679
2023-02-05T04:30:00Z,2092635973
2023-02-05T05:00:00Z,2041756273
2023-02-05T05:30:00Z,1939145440
2023-02-05T06:00:00Z,1987714735
