Time,egress_stats__if_1sec_pkts
2022-09-22T00:30:00Z,1887876807
2022-09-22T01:00:00Z,1670515148
2022-09-22T01:30:00Z,1466723002
2022-09-22T02:00:00Z,1553399512
2022-09-22T02:30:00Z,1594463736
2022-09-22T03:00:00Z,1997032353
2022-09-22T03:30:00Z,1500521979
2022-09-22T04:00:00Z,1571939402
2022-09-22T04:30:00Z,1849070355
2022-09-22T05:00:00Z,1917510615
2022-09-22T05:30:00Z,1802705415
2022-09-22T06:00:00Z,2594677675
2022-09-22T06:30:00Z,3839046003
2022-09-22T07:00:00Z,4870728517
2022-09-22T07:30:00Z,6368439048
2022-09-22T08:00:00Z,6597003319
2022-09-22T08:30:00Z,7354682775
2022-09-22T09:00:00Z,7744324479
2022-09-22T09:30:00Z,7131161718
2022-09-22T10:00:00Z,6802976120
2022-09-22T10:30:00Z,7125823029
2022-09-22T11:00:00Z,7589372839
2022-09-22T11:30:00Z,7887869197
2022-09-22T12:00:00Z,7511741320
2022-09-22T12:30:00Z,6931968241
2022-09-22T13:00:00Z,6639190380
2022-09-22T13:30:00Z,6045642947
2022-09-22T14:00:00Z,5323962523
2022-09-22T14:30:00Z,4880466868
2022-09-22T15:00:00Z,4301719207
2022-09-22T15:30:00Z,4334651664
2022-09-22T16:00:00Z,4078332067
2022-09-22T16:30:00Z,4037776530
2022-09-22T17:00:00Z,3993069034
2022-09-22T17:30:00Z,3877364158
2022-09-22T18:00:00Z,3634455475
2022-09-22T18:30:00Z,4150193438
2022-09-22T19:00:00Z,3894293687
2022-09-22T19:30:00Z,3760427491
2022-09-22T20:00:00Z,4000600839
2022-09-22T20:30:00Z,3763955200
2022-09-22T21:00:00Z,3523893507
2022-09-22T21:30:00Z,3524205163
2022-09-22T22:00:00Z,3163638268
2022-09-22T22:30:00Z,3083185979
2022-09-22T23:00:00Z,3203730992
2022-09-22T23:30:00Z,2647201483
2022-09-23T00:00:00Z,2360564083
2022-09-23T00:30:00Z,1880866548
2022-09-23T01:00:00Z,1623027156
2022-09-23T01:30:00Z,1566647837
2022-09-23T02:00:00Z,1641729978
2022-09-23T02:30:00Z,1550490502
2022-09-23T03:00:00Z,1629885729
2022-09-23T03:30:00Z,1501812210
2022-09-23T04:00:00Z,1552332398
2022-09-23T04:30:00Z,1740289370
2022-09-23T05:00:00Z,1989997527
2022-09-23T05:30:00Z,2114300330
2022-09-23T06:00:00Z,2695306521
