Time,egress_stats__if_1sec_pkts
2022-10-13T00:30:00Z,2806417586
2022-10-13T01:00:00Z,2723574607
2022-10-13T01:30:00Z,2532924466
2022-10-13T02:00:00Z,2683403146
2022-10-13T02:30:00Z,3037754199
2022-10-13T03:00:00Z,2407683092
2022-10-13T03:30:00Z,2136284190
2022-10-13T04:00:00Z,2171771000
2022-10-13T04:30:00Z,2183919472
2022-10-13T05:00:00Z,2385334248
2022-10-13T05:30:00Z,2605634488
2022-10-13T06:00:00Z,2808295726
2022-10-13T06:30:00Z,3757201616
2022-10-13T07:00:00Z,5112474899
2022-10-13T07:30:00Z,6435680678
2022-10-13T08:00:00Z,6716169036
2022-10-13T08:30:00Z,7867819865
2022-10-13T09:00:00Z,7714302452
2022-10-13T09:30:00Z,7679039643
2022-10-13T10:00:00Z,7133703567
2022-10-13T10:30:00Z,7536724114
2022-10-13T11:00:00Z,7806447438
2022-10-13T11:30:00Z,8090687732
2022-10-13T12:00:00Z,7704255474
2022-10-13T12:30:00Z,7227678640
2022-10-13T13:00:00Z,7134239751
2022-10-13T13:30:00Z,6512496103
2022-10-13T14:00:00Z,6275559599
2022-10-13T14:30:00Z,5701971989
2022-10-13T15:00:00Z,4828556048
2022-10-13T15:30:00Z,4692674018
2022-10-13T16:00:00Z,4518254983
2022-10-13T16:30:00Z,4961675966
2022-10-13T17:00:00Z,5005407354
2022-10-13T17:30:00Z,4784451115
2022-10-13T18:00:00Z,4948010907
2022-10-13T18:30:00Z,4939741275
2022-10-13T19:00:00Z,5204581880
2022-10-13T19:30:00Z,5201634674
2022-10-13T20:00:00Z,4956896402
2022-10-13T20:30:00Z,5016874545
2022-10-13T21:00:00Z,5292766331
2022-10-13T21:30:00Z,4904971496
2022-10-13T22:00:00Z,4653427893
2022-10-13T22:30:00Z,4722181285
2022-10-13T23:00:00Z,4252510334
2022-10-13T23:30:00Z,3612097594
2022-10-14T00:00:00Z,3786411106
2022-10-14T00:30:00Z,3173116301
2022-10-14T01:00:00Z,3260706083
2022-10-14T01:30:00Z,3334673994
2022-10-14T02:00:00Z,3181643519
2022-10-14T02:30:00Z,3318114680
2022-10-14T03:00:00Z,2832611866
2022-10-14T03:30:00Z,2862073758
2022-10-14T04:00:00Z,2701102855
2022-10-14T04:30:00Z,3147575402
2022-10-14T05:00:00Z,2904226677
2022-10-14T05:30:00Z,3005348395
2022-10-14T06:00:00Z,3177559227
2022-10-14T06:30:00Z,4606326248
2022-10-14T07:00:00Z,5719366231
2022-10-14T07:30:00Z,6648006346
2022-10-14T08:00:00Z,7056776679
2022-10-14T08:30:00Z,7616410207
2022-10-14T09:00:00Z,7223603810
2022-10-14T09:30:00Z,7017503768
2022-10-14T10:00:00Z,6482516464
2022-10-14T10:30:00Z,6602507273
2022-10-14T11:00:00Z,6992353132
2022-10-14T11:30:00Z,7203074358
2022-10-14T12:00:00Z,6808943922
2022-10-14T12:30:00Z,6497125668
2022-10-14T13:00:00Z,6075543829
2022-10-14T13:30:00Z,5600023862
2022-10-14T14:00:00Z,5105519261
2022-10-14T14:30:00Z,4739603399
2022-10-14T15:00:00Z,4488622971
