Time,Value
2023-02-02T00:00:00Z,25806428.065657824
2023-02-02T00:30:00Z,20439796.255314317
2023-02-02T01:00:00Z,17218811.608617164
2023-02-02T01:30:00Z,17995941.265780564
2023-02-02T02:00:00Z,19388059.88069625
2023-02-02T02:30:00Z,20670328.47314852
2023-02-02T03:00:00Z,19628763.639060326
2023-02-02T03:30:00Z,18344547.32330247
2023-02-02T04:00:00Z,16486924.454658577
2023-02-02T04:30:00Z,19524555.9896217
2023-02-02T05:00:00Z,16908114.864299223
2023-02-02T05:30:00Z,15577455.29033222
2023-02-02T06:00:00Z,16628957.941139886
2023-02-02T06:30:00Z,18205635.386283297
2023-02-02T07:00:00Z,22984724.594424404
2023-02-02T07:30:00Z,39901506.76077758
2023-02-02T08:00:00Z,54594287.135225296
2023-02-02T08:30:00Z,76441350.26473223
2023-02-02T09:00:00Z,68897312.69061133
2023-02-02T09:30:00Z,79095753.82046625
2023-02-02T10:00:00Z,84400040.40285245
2023-02-02T10:30:00Z,82950139.04769726
2023-02-02T11:00:00Z,77012344.14423701
2023-02-02T11:30:00Z,80914618.77913775
2023-02-02T12:00:00Z,79486779.9922606
2023-02-02T12:30:00Z,90414252.17844516
2023-02-02T13:00:00Z,84170230.501742
2023-02-02T13:30:00Z,76223173.22979061
2023-02-02T14:00:00Z,75760573.3984167
2023-02-02T14:30:00Z,73630405.27742659
2023-02-02T15:00:00Z,59667181.69881048
2023-02-02T15:30:00Z,54924111.48098368
2023-02-02T16:00:00Z,49503269.36152583
2023-02-02T16:30:00Z,48786675.47083583
2023-02-02T17:00:00Z,47362049.440523595
2023-02-02T17:30:00Z,47144401.259856634
2023-02-02T18:00:00Z,49173366.258659296
2023-02-02T18:30:00Z,46416896.11805557
2023-02-02T19:00:00Z,45253114.88986511
2023-02-02T19:30:00Z,42939927.16141477
2023-02-02T20:00:00Z,41710428.25006226
2023-02-02T20:30:00Z,42765938.71735615
2023-02-02T21:00:00Z,43027231.70835823
2023-02-02T21:30:00Z,43982821.513164446
2023-02-02T22:00:00Z,37941226.700102
2023-02-02T22:30:00Z,36376222.15509086
2023-02-02T23:00:00Z,32823700.857004266
2023-02-02T23:30:00Z,32272561.599263243
2023-02-03T00:00:00Z,26918846.09548576
2023-02-03T00:30:00Z,28216542.594565
2023-02-03T01:00:00Z,26715537.97805697
2023-02-03T01:30:00Z,24523650.273666136
2023-02-03T02:00:00Z,23383114.052195337
2023-02-03T02:30:00Z,22382331.24521683
2023-02-03T03:00:00Z,21621576.637445245
2023-02-03T03:30:00Z,21729358.04354967
2023-02-03T04:00:00Z,20479753.35635187
2023-02-03T04:30:00Z,22622717.829698782
2023-02-03T05:00:00Z,20156316.17789227
2023-02-03T05:30:00Z,21725156.079043616
2023-02-03T06:00:00Z,21784337.361658704
2023-02-03T06:30:00Z,23919182.977530602
2023-02-03T07:00:00Z,30159809.257159214
2023-02-03T07:30:00Z,37235760.751673184
2023-02-03T08:00:00Z,46858701.96761748
2023-02-03T08:30:00Z,58646010.39541654
2023-02-03T09:00:00Z,65051503.524542004
2023-02-03T09:30:00Z,81232267.21424486
2023-02-03T10:00:00Z,82836878.32203306
2023-02-03T10:30:00Z,82987205.53156897
2023-02-03T11:00:00Z,74589979.88493219
2023-02-03T11:30:00Z,73170061.22917289
2023-02-03T12:00:00Z,73888220.51941459
2023-02-03T12:30:00Z,76912359.12867911
2023-02-03T13:00:00Z,82060646.72187935
2023-02-03T13:30:00Z,79872301.71817274
2023-02-03T14:00:00Z,77641270.50413182
2023-02-03T14:30:00Z,78653416.98566595
2023-02-03T15:00:00Z,74028602.98391874
2023-02-03T15:30:00Z,56661816.136049174
2023-02-03T16:00:00Z,53509271.29405616
2023-02-03T16:30:00Z,46823015.01089876
2023-02-03T17:00:00Z,45708041.78705982
2023-02-03T17:30:00Z,44653678.351035245
2023-02-03T18:00:00Z,40623740.57180904
2023-02-03T18:30:00Z,40508034.093306445
2023-02-03T19:00:00Z,41424407.52327867
2023-02-03T19:30:00Z,41583473.521826774
2023-02-03T20:00:00Z,40637933.05599243
2023-02-03T20:30:00Z,42968507.894064955
2023-02-03T21:00:00Z,38752919.51231834
2023-02-03T21:30:00Z,39998837.472720034
2023-02-03T22:00:00Z,41511087.76276627
2023-02-03T22:30:00Z,37511831.61281572
2023-02-03T23:00:00Z,36612713.81156066
2023-02-03T23:30:00Z,38024304.13664302
2023-02-04T00:00:00Z,32001029.939154886
2023-02-04T00:30:00Z,29166075.44775488
2023-02-04T01:00:00Z,27112980.468442917
2023-02-04T01:30:00Z,27921470.26702509
2023-02-04T02:00:00Z,25663355.366887316
2023-02-04T02:30:00Z,25675996.854423292
2023-02-04T03:00:00Z,25514947.279613778
2023-02-04T03:30:00Z,25055225.53982433
2023-02-04T04:00:00Z,24350759.71195383
2023-02-04T04:30:00Z,25090818.49128833
2023-02-04T05:00:00Z,23482614.74214415
2023-02-04T05:30:00Z,24248160.536788132
2023-02-04T06:00:00Z,21574273.308569435
2023-02-04T06:30:00Z,25018818.89294603
2023-02-04T07:00:00Z,17229840.23469414
2023-02-04T07:30:00Z,13090514.460523695
2023-02-04T08:00:00Z,14609580.321197491
2023-02-04T08:30:00Z,15931712.059307912
2023-02-04T09:00:00Z,17270135.753932696
2023-02-04T09:30:00Z,18157123.993305795
2023-02-04T10:00:00Z,18748538.393938642
2023-02-04T10:30:00Z,21136355.634680472
2023-02-04T11:00:00Z,21987102.18301971
2023-02-04T11:30:00Z,22337064.702784065
2023-02-04T12:00:00Z,21856619.300642047
2023-02-04T12:30:00Z,26648282.410518713
2023-02-04T13:00:00Z,26843894.90211739
2023-02-04T13:30:00Z,24821403.38515162
