Time,egress_stats__if_1sec_pkts
2023-02-16T00:30:00Z,3413911567
2023-02-16T01:00:00Z,3253777033
2023-02-16T01:30:00Z,3172688316
2023-02-16T02:00:00Z,2874370183
2023-02-16T02:30:00Z,2824337959
2023-02-16T03:00:00Z,2722544124
2023-02-16T03:30:00Z,2646911817
2023-02-16T04:00:00Z,2550715517
2023-02-16T04:30:00Z,2799165449
2023-02-16T05:00:00Z,2540834330
2023-02-16T05:30:00Z,2496944246
2023-02-16T06:00:00Z,3114375630
2023-02-16T06:30:00Z,3545731143
2023-02-16T07:00:00Z,3726932320
2023-02-16T07:30:00Z,5116415280
2023-02-16T08:00:00Z,6655364800
2023-02-16T08:30:00Z,7729893833
2023-02-16T09:00:00Z,7693369212
2023-02-16T09:30:00Z,8729525030
2023-02-16T10:00:00Z,8712620618
2023-02-16T10:30:00Z,8589407850
2023-02-16T11:00:00Z,7871554903
2023-02-16T11:30:00Z,9081658098
2023-02-16T12:00:00Z,9306775004
2023-02-16T12:30:00Z,9241179343
2023-02-16T13:00:00Z,8983411391
2023-02-16T13:30:00Z,8466410642
2023-02-16T14:00:00Z,8383230690
2023-02-16T14:30:00Z,7839146908
2023-02-16T15:00:00Z,7202374086
2023-02-16T15:30:00Z,6358569637
2023-02-16T16:00:00Z,5689093027
2023-02-16T16:30:00Z,5073278270
2023-02-16T17:00:00Z,5000746399
2023-02-16T17:30:00Z,4624269053
2023-02-16T18:00:00Z,4762373036
2023-02-16T18:30:00Z,4879517455
2023-02-16T19:00:00Z,5205525718
2023-02-16T19:30:00Z,5283491388
2023-02-16T20:00:00Z,5029549011
2023-02-16T20:30:00Z,4830136128
2023-02-16T21:00:00Z,4738382479
2023-02-16T21:30:00Z,4384638716
2023-02-16T22:00:00Z,4320521803
2023-02-16T22:30:00Z,4387811583
2023-02-16T23:00:00Z,4545353037
2023-02-16T23:30:00Z,3930966306
2023-02-17T00:00:00Z,3711409133
2023-02-17T00:30:00Z,3531640699
2023-02-17T01:00:00Z,3441350580
2023-02-17T01:30:00Z,3438249446
2023-02-17T02:00:00Z,3214786297
2023-02-17T02:30:00Z,3626287565
2023-02-17T03:00:00Z,3554750203
2023-02-17T03:30:00Z,2793107032
2023-02-17T04:00:00Z,2865279873
2023-02-17T04:30:00Z,2552571097
2023-02-17T05:00:00Z,2422786342
2023-02-17T05:30:00Z,2578897797
2023-02-17T06:00:00Z,2819751399
2023-02-17T06:30:00Z,3148917015
2023-02-17T07:00:00Z,3783313226
2023-02-17T07:30:00Z,4956640641
2023-02-17T08:00:00Z,6296129023
2023-02-17T08:30:00Z,7365673540
2023-02-17T09:00:00Z,7596330658
2023-02-17T09:30:00Z,8397518384
2023-02-17T10:00:00Z,7967876781
2023-02-17T10:30:00Z,7863019437
2023-02-17T11:00:00Z,7055042530
2023-02-17T11:30:00Z,7646135403
2023-02-17T12:00:00Z,8152514627
2023-02-17T12:30:00Z,8170060850
2023-02-17T13:00:00Z,8001366659
2023-02-17T13:30:00Z,6729776095
2023-02-17T14:00:00Z,6323491338
2023-02-17T14:30:00Z,5443095029
2023-02-17T15:00:00Z,5209666223
2023-02-17T15:30:00Z,4670426856
2023-02-17T16:00:00Z,4265107148
2023-02-17T16:30:00Z,4032013755
2023-02-17T17:00:00Z,4172257867
2023-02-17T17:30:00Z,3817533758
2023-02-17T18:00:00Z,3471374538
2023-02-17T18:30:00Z,3170344461
2023-02-17T19:00:00Z,3463965715
2023-02-17T19:30:00Z,3728329189
2023-02-17T20:00:00Z,3550255055
2023-02-17T20:30:00Z,3316018651
2023-02-17T21:00:00Z,3204821850
2023-02-17T21:30:00Z,3539497332
2023-02-17T22:00:00Z,3445113473
2023-02-17T22:30:00Z,3007726612
2023-02-17T23:00:00Z,3053380295
2023-02-17T23:30:00Z,2658478340
2023-02-18T00:00:00Z,2635526253
2023-02-18T00:30:00Z,2314119181
2023-02-18T01:00:00Z,2332089517
2023-02-18T01:30:00Z,1983114364
2023-02-18T02:00:00Z,2117339292
2023-02-18T02:30:00Z,2104208117
2023-02-18T03:00:00Z,2329707804
2023-02-18T03:30:00Z,2187354982
2023-02-18T04:00:00Z,2564465251
2023-02-18T04:30:00Z,2244654516
2023-02-18T05:00:00Z,2067232204
2023-02-18T05:30:00Z,2115772053
2023-02-18T06:00:00Z,2285049894
2023-02-18T06:30:00Z,2073739328
2023-02-18T07:00:00Z,2048461315
2023-02-18T07:30:00Z,2047695474
2023-02-18T08:00:00Z,2607941149
2023-02-18T08:30:00Z,2567741076
2023-02-18T09:00:00Z,2966603027
2023-02-18T09:30:00Z,3087187080
2023-02-18T10:00:00Z,3014260538
2023-02-18T10:30:00Z,3283785544
2023-02-18T11:00:00Z,3427194366
2023-02-18T11:30:00Z,3380114723
2023-02-18T12:00:00Z,3358998404
2023-02-18T12:30:00Z,3288438052
2023-02-18T13:00:00Z,3393765973
2023-02-18T13:30:00Z,3401274025
2023-02-18T14:00:00Z,3546366062
2023-02-18T14:30:00Z,3454080814
2023-02-18T15:00:00Z,3555205142
2023-02-18T15:30:00Z,3804862539
2023-02-18T16:00:00Z,3662644181
2023-02-18T16:30:00Z,3152359141
2023-02-18T17:00:00Z,3177482814
2023-02-18T17:30:00Z,3095133667
2023-02-18T18:00:00Z,3066259188
2023-02-18T18:30:00Z,2977304353
2023-02-18T19:00:00Z,3280770606
2023-02-18T19:30:00Z,3549663114
2023-02-18T20:00:00Z,2995183532
2023-02-18T20:30:00Z,3041576976
2023-02-18T21:00:00Z,3225577516
2023-02-18T21:30:00Z,3095785280
2023-02-18T22:00:00Z,3057965935
2023-02-18T22:30:00Z,2811986981
2023-02-18T23:00:00Z,3195111557
2023-02-18T23:30:00Z,2924442135
2023-02-19T00:00:00Z,2587087291
2023-02-19T00:30:00Z,2469292953
2023-02-19T01:00:00Z,2364657700
2023-02-19T01:30:00Z,2265707193
2023-02-19T02:00:00Z,2349803763
2023-02-19T02:30:00Z,2454568082
2023-02-19T03:00:00Z,2287033889
2023-02-19T03:30:00Z,2308620733
2023-02-19T04:00:00Z,2342921134
2023-02-19T04:30:00Z,2029997454
2023-02-19T05:00:00Z,1790916864
2023-02-19T05:30:00Z,1849791520
2023-02-19T06:00:00Z,1793792559
2023-02-19T06:30:00Z,1461969895
2023-02-19T07:00:00Z,1877697023
2023-02-19T07:30:00Z,1674959781
2023-02-19T08:00:00Z,1931798282
2023-02-19T08:30:00Z,1981430222
2023-02-19T09:00:00Z,2335437646
2023-02-19T09:30:00Z,2199824344
2023-02-19T10:00:00Z,2247572302
2023-02-19T10:30:00Z,2360501501
2023-02-19T11:00:00Z,2468142801
2023-02-19T11:30:00Z,2561442923
2023-02-19T12:00:00Z,2815291141
2023-02-19T12:30:00Z,2601104681
2023-02-19T13:00:00Z,2844424421
2023-02-19T13:30:00Z,2896576141
2023-02-19T14:00:00Z,3023373345
2023-02-19T14:30:00Z,2890218783
2023-02-19T15:00:00Z,3148996586
2023-02-19T15:30:00Z,3151805446
2023-02-19T16:00:00Z,3707360093
2023-02-19T16:30:00Z,3001415121
2023-02-19T17:00:00Z,3393309477
2023-02-19T17:30:00Z,3406939159
2023-02-19T18:00:00Z,3616730212
2023-02-19T18:30:00Z,3218846588
2023-02-19T19:00:00Z,3126386031
2023-02-19T19:30:00Z,3383972083
2023-02-19T20:00:00Z,3301248727
2023-02-19T20:30:00Z,3137296744
2023-02-19T21:00:00Z,3160017363
2023-02-19T21:30:00Z,3225224815
2023-02-19T22:00:00Z,3466714988
2023-02-19T22:30:00Z,3222927778
2023-02-19T23:00:00Z,2763553678
2023-02-19T23:30:00Z,2518903918
2023-02-20T00:00:00Z,2519341498
2023-02-20T00:30:00Z,2306171838
2023-02-20T01:00:00Z,2292986844
2023-02-20T01:30:00Z,1815428996
2023-02-20T02:00:00Z,1890066576
2023-02-20T02:30:00Z,1982905221
2023-02-20T03:00:00Z,2068102620
2023-02-20T03:30:00Z,1814207663
2023-02-20T04:00:00Z,1884883321
2023-02-20T04:30:00Z,1669711368
2023-02-20T05:00:00Z,1626463546
2023-02-20T05:30:00Z,1887480526
2023-02-20T06:00:00Z,2041104193
2023-02-20T06:30:00Z,2230620655
2023-02-20T07:00:00Z,2817153745
