Time,Value
2023-02-09T00:00:00Z,39387940.9392728
2023-02-09T00:30:00Z,35671207.20424937
2023-02-09T01:00:00Z,36010600.691569515
2023-02-09T01:30:00Z,37008921.99676771
2023-02-09T02:00:00Z,36898900.74355516
2023-02-09T02:30:00Z,32834563.40207156
2023-02-09T03:00:00Z,28637585.692576084
2023-02-09T03:30:00Z,29256016.655346967
2023-02-09T04:00:00Z,26708537.418174554
2023-02-09T04:30:00Z,27368238.02160171
2023-02-09T05:00:00Z,26018052.35182743
2023-02-09T05:30:00Z,27231272.38720514
2023-02-09T06:00:00Z,26028089.77289706
2023-02-09T06:30:00Z,29483951.38647222
2023-02-09T07:00:00Z,34242484.108882315
2023-02-09T07:30:00Z,46580697.57894344
2023-02-09T08:00:00Z,59244014.997759104
2023-02-09T08:30:00Z,76541778.76354732
2023-02-09T09:00:00Z,81618270.91446418
2023-02-09T09:30:00Z,94118689.7966355
2023-02-09T10:00:00Z,95395508.03363433
2023-02-09T10:30:00Z,94092613.84311531
2023-02-09T11:00:00Z,89636471.55688831
2023-02-09T11:30:00Z,97684345.78337353
2023-02-09T12:00:00Z,104254920.69318636
2023-02-09T12:30:00Z,203208458.86356172
2023-02-09T13:00:00Z,201929919.59002814
2023-02-09T13:30:00Z,200804704.6794176
2023-02-09T14:00:00Z,160593823.1869152
2023-02-09T14:30:00Z,139158794.31471297
2023-02-09T15:00:00Z,114705358.37251145
2023-02-09T15:30:00Z,91647667.16941388
2023-02-09T16:00:00Z,79046720.14614905
2023-02-09T16:30:00Z,83504555.91146454
2023-02-09T17:00:00Z,74605374.06516756
2023-02-09T17:30:00Z,68087464.42973746
2023-02-09T18:00:00Z,66337174.03332172
2023-02-09T18:30:00Z,66916245.59689459
2023-02-09T19:00:00Z,60494736.14756747
2023-02-09T19:30:00Z,65705831.098163635
2023-02-09T20:00:00Z,68058780.80196096
2023-02-09T20:30:00Z,68830290.71260421
2023-02-09T21:00:00Z,57541880.6014583
2023-02-09T21:30:00Z,55402281.932478845
2023-02-09T22:00:00Z,52218859.95685387
2023-02-09T22:30:00Z,52290966.14435656
2023-02-09T23:00:00Z,48118614.766726404
2023-02-09T23:30:00Z,53788100.744532615
2023-02-10T00:00:00Z,46335287.444519125
2023-02-10T00:30:00Z,44072172.56063885
2023-02-10T01:00:00Z,39258496.19474313
2023-02-10T01:30:00Z,45844570.71272148
2023-02-10T02:00:00Z,45832008.44975612
2023-02-10T02:30:00Z,39419276.00186609
2023-02-10T03:00:00Z,33982701.92549273
2023-02-10T03:30:00Z,34801290.08822797
2023-02-10T04:00:00Z,33766518.041051924
2023-02-10T04:30:00Z,37716582.37341961
