Time,Value
2022-10-06T00:00:00Z,47356307.87472774
2022-10-06T00:30:00Z,48163785.61262329
2022-10-06T01:00:00Z,46488754.480169155
2022-10-06T01:30:00Z,41957857.0650844
2022-10-06T02:00:00Z,76649873.31567483
2022-10-06T02:30:00Z,101579599.17822702
2022-10-06T03:00:00Z,35650514.245516255
2022-10-06T03:30:00Z,34707503.32900889
2022-10-06T04:00:00Z,37018027.69490874
2022-10-06T04:30:00Z,30058585.123682946
2022-10-06T05:00:00Z,30262147.258104812
2022-10-06T05:30:00Z,35211871.41287079
2022-10-06T06:00:00Z,37396760.19585482
2022-10-06T06:30:00Z,56907473.28131404
2022-10-06T07:00:00Z,71690849.55799049
2022-10-06T07:30:00Z,86888847.42583516
2022-10-06T08:00:00Z,88941128.0991545
2022-10-06T08:30:00Z,108393877.97233962
2022-10-06T09:00:00Z,115154829.24844623
2022-10-06T09:30:00Z,109897594.15871745
2022-10-06T10:00:00Z,97955881.01498847
2022-10-06T10:30:00Z,103537168.12994042
2022-10-06T11:00:00Z,103977281.72310302
2022-10-06T11:30:00Z,128013628.46532173
2022-10-06T12:00:00Z,121965104.89759311
2022-10-06T12:30:00Z,119551973.0189886
2022-10-06T13:00:00Z,107490760.81215578
2022-10-06T13:30:00Z,100714888.37097093
2022-10-06T14:00:00Z,82517932.42209908
2022-10-06T14:30:00Z,78521055.0865467
2022-10-06T15:00:00Z,67164615.86554566
2022-10-06T15:30:00Z,66904126.24925816
2022-10-06T16:00:00Z,61311040.36991361
2022-10-06T16:30:00Z,58776132.49572817
2022-10-06T17:00:00Z,61094548.89808979
2022-10-06T17:30:00Z,57287523.26745836
2022-10-06T18:00:00Z,58564191.89188477
2022-10-06T18:30:00Z,68980556.0776513
2022-10-06T19:00:00Z,66670176.98572417
2022-10-06T19:30:00Z,69623521.92085832
2022-10-06T20:00:00Z,74625998.25232385
2022-10-06T20:30:00Z,85581519.5395088
2022-10-06T21:00:00Z,75362595.3612329
2022-10-06T21:30:00Z,69269335.94464228
2022-10-06T22:00:00Z,59226260.81875124
2022-10-06T22:30:00Z,62948385.425031304
2022-10-06T23:00:00Z,50744054.00135153
2022-10-06T23:30:00Z,43510933.91723251
2022-10-07T00:00:00Z,38190638.65331354
2022-10-07T00:30:00Z,29163653.018691286
2022-10-07T01:00:00Z,27046097.858588856
2022-10-07T01:30:00Z,31079513.233225677
2022-10-07T02:00:00Z,25180735.936449338
2022-10-07T02:30:00Z,30847053.503478292
2022-10-07T03:00:00Z,26484200.0260027
2022-10-07T03:30:00Z,28485695.245664928
2022-10-07T04:00:00Z,30291209.836086653
2022-10-07T04:30:00Z,25696603.214506987
2022-10-07T05:00:00Z,25424786.68359903
2022-10-07T05:30:00Z,28696298.149327535
2022-10-07T06:00:00Z,44587294.73521461
2022-10-07T06:30:00Z,67297779.97639616
2022-10-07T07:00:00Z,84811727.33728904
2022-10-07T07:30:00Z,101774117.93772048
2022-10-07T08:00:00Z,106941693.93451165
2022-10-07T08:30:00Z,126214934.75272861
2022-10-07T09:00:00Z,123315859.36965403
2022-10-07T09:30:00Z,113459396.20756271
2022-10-07T10:00:00Z,105186615.73472483
2022-10-07T10:30:00Z,107552211.37243721
2022-10-07T11:00:00Z,110194621.8433564
2022-10-07T11:30:00Z,116522791.10940075
2022-10-07T12:00:00Z,106628404.72318396
2022-10-07T12:30:00Z,106281598.15924595
2022-10-07T13:00:00Z,105916177.53381452
2022-10-07T13:30:00Z,98278495.78593333
2022-10-07T14:00:00Z,87524547.60223454
2022-10-07T14:30:00Z,78263694.60133867
2022-10-07T15:00:00Z,66917400.488425754
2022-10-07T15:30:00Z,58223381.01730959
2022-10-07T16:00:00Z,59729288.68381141
2022-10-07T16:30:00Z,56013623.983148105
2022-10-07T17:00:00Z,56958636.42754006
2022-10-07T17:30:00Z,55503555.179591164
2022-10-07T18:00:00Z,49481146.87288191
2022-10-07T18:30:00Z,50463710.06581811
2022-10-07T19:00:00Z,65807412.468609855
2022-10-07T19:30:00Z,103725841.31670733
2022-10-07T20:00:00Z,113382524.17845486
2022-10-07T20:30:00Z,68184937.11511835
2022-10-07T21:00:00Z,67821024.60214913
2022-10-07T21:30:00Z,74029036.25347005
2022-10-07T22:00:00Z,66365987.83606937
2022-10-07T22:30:00Z,56179518.17401912
2022-10-07T23:00:00Z,54841343.421286985
2022-10-07T23:30:00Z,51752892.827342875
2022-10-08T00:00:00Z,54114218.97454162
2022-10-08T00:30:00Z,45176403.672172226
2022-10-08T01:00:00Z,49003370.50616551
2022-10-08T01:30:00Z,42472354.074358635
2022-10-08T02:00:00Z,39538465.94722086
2022-10-08T02:30:00Z,41019121.13699309
2022-10-08T03:00:00Z,39698644.91736463
2022-10-08T03:30:00Z,38549936.44148094
2022-10-08T04:00:00Z,38511315.137717254
2022-10-08T04:30:00Z,29332701.963611197
2022-10-08T05:00:00Z,27677718.444818154
2022-10-08T05:30:00Z,26562071.519422278
2022-10-08T06:00:00Z,25633545.128882296
2022-10-08T06:30:00Z,26990218.880698863
2022-10-08T07:00:00Z,28010725.287343442
2022-10-08T07:30:00Z,27304211.555324756
2022-10-08T08:00:00Z,29560839.330750704
2022-10-08T08:30:00Z,35747760.66838114
2022-10-08T09:00:00Z,42233854.60351421
2022-10-08T09:30:00Z,41022550.72183203
2022-10-08T10:00:00Z,43527158.376574144
2022-10-08T10:30:00Z,40281612.18113792
2022-10-08T11:00:00Z,39762962.812048666
2022-10-08T11:30:00Z,42771210.21289152
2022-10-08T12:00:00Z,38676871.72521852
2022-10-08T12:30:00Z,40164456.674026236
2022-10-08T13:00:00Z,42431088.84964712
2022-10-08T13:30:00Z,43370013.06799538
2022-10-08T14:00:00Z,47537664.19600144
2022-10-08T14:30:00Z,47875594.443001255
2022-10-08T15:00:00Z,47395836.52380168
2022-10-08T15:30:00Z,47136889.84661808
2022-10-08T16:00:00Z,43064485.58470161
2022-10-08T16:30:00Z,43799615.24718212
2022-10-08T17:00:00Z,41602896.542992845
2022-10-08T17:30:00Z,37339533.474881336
2022-10-08T18:00:00Z,39798759.64302671
2022-10-08T18:30:00Z,44746710.518633336
2022-10-08T19:00:00Z,44436900.94558586
2022-10-08T19:30:00Z,55884292.25690644
2022-10-08T20:00:00Z,73518698.65417853
2022-10-08T20:30:00Z,53277381.43780291
2022-10-08T21:00:00Z,49389752.41640285
2022-10-08T21:30:00Z,48496594.54906419
2022-10-08T22:00:00Z,42188997.95646007
