Time,Value
2022-10-13T00:00:00Z,28625991.145292103
2022-10-13T00:30:00Z,23084891.490409333
2022-10-13T01:00:00Z,22893379.094964884
2022-10-13T01:30:00Z,27943717.158852622
2022-10-13T02:00:00Z,27691599.2697659
2022-10-13T02:30:00Z,26716497.423277277
2022-10-13T03:00:00Z,25484591.141557023
2022-10-13T03:30:00Z,19273235.154261976
2022-10-13T04:00:00Z,29021670.984199233
2022-10-13T04:30:00Z,21315541.491030797
2022-10-13T05:00:00Z,26889546.795384873
2022-10-13T05:30:00Z,28708881.864692893
2022-10-13T06:00:00Z,31757927.770542078
2022-10-13T06:30:00Z,51567695.30123025
2022-10-13T07:00:00Z,66080397.90520938
2022-10-13T07:30:00Z,85592455.0594461
2022-10-13T08:00:00Z,94554955.22475763
2022-10-13T08:30:00Z,118300625.54999836
2022-10-13T09:00:00Z,127483818.14002638
2022-10-13T09:30:00Z,132016855.69060645
2022-10-13T10:00:00Z,103165611.8811228
2022-10-13T10:30:00Z,131386955.91926554
2022-10-13T11:00:00Z,130173182.39777039
2022-10-13T11:30:00Z,141420237.01592165
2022-10-13T12:00:00Z,129873201.60907859
2022-10-13T12:30:00Z,119914111.19538411
2022-10-13T13:00:00Z,110627379.58431709
2022-10-13T13:30:00Z,105544274.90960658
2022-10-13T14:00:00Z,116144708.62807411
2022-10-13T14:30:00Z,101433815.2803495
2022-10-13T15:00:00Z,86194829.03739738
2022-10-13T15:30:00Z,71663662.31076446
2022-10-13T16:00:00Z,60291947.18699534
2022-10-13T16:30:00Z,57309076.885745384
2022-10-13T17:00:00Z,56274694.983842246
2022-10-13T17:30:00Z,52953019.407319486
2022-10-13T18:00:00Z,66278089.94185166
2022-10-13T18:30:00Z,72125170.12837079
2022-10-13T19:00:00Z,64186200.48107487
2022-10-13T19:30:00Z,70309432.33666337
2022-10-13T20:00:00Z,66263506.19235462
2022-10-13T20:30:00Z,63744371.451743685
2022-10-13T21:00:00Z,64997462.15829022
2022-10-13T21:30:00Z,61735433.606555216
2022-10-13T22:00:00Z,57789507.65218398
2022-10-13T22:30:00Z,53157610.58720106
2022-10-13T23:00:00Z,45094942.25436746
2022-10-13T23:30:00Z,39947337.174556606
2022-10-14T00:00:00Z,35761394.90657257
2022-10-14T00:30:00Z,34026391.50487902
2022-10-14T01:00:00Z,33951763.81116092
2022-10-14T01:30:00Z,34691323.64477198
2022-10-14T02:00:00Z,30285542.7001055
2022-10-14T02:30:00Z,32174931.281070743
2022-10-14T03:00:00Z,29123899.473436162
2022-10-14T03:30:00Z,29839653.74661126
2022-10-14T04:00:00Z,30718808.98889365
2022-10-14T04:30:00Z,30464256.509265978
2022-10-14T05:00:00Z,29773761.572625056
2022-10-14T05:30:00Z,34803875.778371245
2022-10-14T06:00:00Z,40407516.78480511
2022-10-14T06:30:00Z,57640153.40794118
2022-10-14T07:00:00Z,66769857.59412698
2022-10-14T07:30:00Z,85523812.65979622
2022-10-14T08:00:00Z,93026534.94488034
2022-10-14T08:30:00Z,100075774.23379065
2022-10-14T09:00:00Z,100520220.54488806
2022-10-14T09:30:00Z,101268215.93430898
2022-10-14T10:00:00Z,91614158.5658411
2022-10-14T10:30:00Z,103283014.77734555
2022-10-14T11:00:00Z,109204561.88450128
2022-10-14T11:30:00Z,113017887.33667514
2022-10-14T12:00:00Z,107758641.9585147
2022-10-14T12:30:00Z,98741555.31222391
2022-10-14T13:00:00Z,94306003.243613
2022-10-14T13:30:00Z,85331917.49129689
2022-10-14T14:00:00Z,66395739.69149602
2022-10-14T14:30:00Z,54715957.13629468
2022-10-14T15:00:00Z,45574316.91079906
2022-10-14T15:30:00Z,45254479.99812067
2022-10-14T16:00:00Z,44672332.040467
2022-10-14T16:30:00Z,43592663.71374876
2022-10-14T17:00:00Z,44877505.54882632
2022-10-14T17:30:00Z,50119537.44009232
2022-10-14T18:00:00Z,43665654.67635125
2022-10-14T18:30:00Z,44404782.20586877
2022-10-14T19:00:00Z,46573345.694925316
2022-10-14T19:30:00Z,69863383.95101206
2022-10-14T20:00:00Z,60744759.48789739
2022-10-14T20:30:00Z,44156701.68671483
2022-10-14T21:00:00Z,43751084.70867128
2022-10-14T21:30:00Z,50546339.13882112
2022-10-14T22:00:00Z,39562314.550941646
2022-10-14T22:30:00Z,41104635.37176571
2022-10-14T23:00:00Z,35777445.27210683
2022-10-14T23:30:00Z,33412539.77046856
2022-10-15T00:00:00Z,27402300.398285527
2022-10-15T00:30:00Z,26221199.274891987
2022-10-15T01:00:00Z,21986551.332223166
2022-10-15T01:30:00Z,19511579.450517572
2022-10-15T02:00:00Z,19429256.359448675
2022-10-15T02:30:00Z,20241428.378914744
2022-10-15T03:00:00Z,20393813.64020973
2022-10-15T03:30:00Z,20122250.4237808
2022-10-15T04:00:00Z,16701442.040224193
2022-10-15T04:30:00Z,17106999.166721616
2022-10-15T05:00:00Z,15080126.592215411
2022-10-15T05:30:00Z,16208528.800461587
2022-10-15T06:00:00Z,16595398.148600064
2022-10-15T06:30:00Z,17724953.885723706
2022-10-15T07:00:00Z,21839960.704346098
2022-10-15T07:30:00Z,20704803.96159045
2022-10-15T08:00:00Z,24334018.526182152
2022-10-15T08:30:00Z,25321394.780844048
2022-10-15T09:00:00Z,22774804.006265044
2022-10-15T09:30:00Z,26006150.19633905
2022-10-15T10:00:00Z,26569319.421342388
2022-10-15T10:30:00Z,33280481.085259307
2022-10-15T11:00:00Z,38146831.03560477
2022-10-15T11:30:00Z,37372569.17301666
2022-10-15T12:00:00Z,34091556.101513304
2022-10-15T12:30:00Z,32033662.73730183
