Threshold,TP,FP,FN,TN,F1,TPR,FPR,Accuracy,FNR,PPV
0.0,18,687,0,0,None,None,None,0.02553191489361702,None,0.02553191489361702
0.01,18,659,0,28,None,None,0.9592430858806404,0.06524822695035461,None,0.026587887740029542
0.02,17,645,1,42,0.05,0.9444444444444444,0.9388646288209607,0.08368794326241134,0.05555555555555555,0.0256797583081571
0.03,15,627,3,60,0.04545454545454545,0.8333333333333334,0.9126637554585153,0.10638297872340426,0.16666666666666666,0.02336448598130841
0.04,15,609,3,78,0.04672897196261682,0.8333333333333334,0.8864628820960698,0.13191489361702127,0.16666666666666666,0.02403846153846154
0.05,14,596,4,91,0.044585987261146494,0.7777777777777778,0.8675400291120815,0.14893617021276595,0.2222222222222222,0.022950819672131147
0.06,14,575,4,112,0.04612850082372323,0.7777777777777778,0.8369723435225619,0.17872340425531916,0.2222222222222222,0.023769100169779286
0.07,14,555,4,132,0.04770017035775127,0.7777777777777778,0.8078602620087336,0.20709219858156028,0.2222222222222222,0.02460456942003515
0.08,14,541,4,146,0.048865619546247824,0.7777777777777778,0.7874818049490538,0.22695035460992907,0.2222222222222222,0.025225225225225224
0.09,14,528,4,159,0.05,0.7777777777777778,0.7685589519650655,0.2453900709219858,0.2222222222222222,0.025830258302583026
0.1,14,518,4,169,0.05090909090909091,0.7777777777777778,0.7540029112081513,0.25957446808510637,0.2222222222222222,0.02631578947368421
0.11,14,503,4,184,0.052336448598130844,0.7777777777777778,0.7321688500727802,0.28085106382978725,0.2222222222222222,0.027079303675048357
0.12,14,491,4,196,0.05353728489483747,0.7777777777777778,0.7147016011644832,0.2978723404255319,0.2222222222222222,0.027722772277227723
0.13,13,475,5,212,0.05138339920948617,0.7222222222222222,0.6914119359534207,0.3191489361702128,0.2777777777777778,0.02663934426229508
0.14,13,460,5,227,0.05295315682281059,0.7222222222222222,0.6695778748180495,0.3404255319148936,0.2777777777777778,0.02748414376321353
0.15,12,442,6,245,0.05084745762711864,0.6666666666666666,0.6433770014556041,0.3645390070921986,0.3333333333333333,0.02643171806167401
0.16,10,430,8,257,0.04366812227074236,0.5555555555555556,0.6259097525473072,0.37872340425531914,0.4444444444444444,0.022727272727272728
0.17,10,416,8,271,0.04504504504504504,0.5555555555555556,0.6055312954876274,0.39858156028368796,0.4444444444444444,0.023474178403755867
0.18,10,408,8,279,0.045871559633027525,0.5555555555555556,0.5938864628820961,0.4099290780141844,0.4444444444444444,0.023923444976076555
0.19,9,399,9,288,0.04225352112676056,0.5,0.5807860262008734,0.42127659574468085,0.5,0.022058823529411766
0.2,9,385,9,302,0.04368932038834951,0.5,0.5604075691411936,0.44113475177304967,0.5,0.02284263959390863
0.21,9,374,9,313,0.04488778054862843,0.5,0.5443959243085881,0.45673758865248226,0.5,0.02349869451697128
0.22,9,360,9,327,0.046511627906976744,0.5,0.5240174672489083,0.4765957446808511,0.5,0.024390243902439025
0.23,8,348,10,339,0.0427807486631016,0.4444444444444444,0.5065502183406113,0.4921985815602837,0.5555555555555556,0.02247191011235955
0.24,8,333,10,354,0.044568245125348196,0.4444444444444444,0.4847161572052402,0.5134751773049645,0.5555555555555556,0.02346041055718475
0.25,7,322,11,365,0.040345821325648415,0.3888888888888889,0.46870451237263466,0.5276595744680851,0.6111111111111112,0.02127659574468085
0.26,7,316,11,371,0.04105571847507332,0.3888888888888889,0.45997088791848617,0.5361702127659574,0.6111111111111112,0.021671826625386997
0.27,7,308,11,379,0.042042042042042045,0.3888888888888889,0.4483260553129549,0.5475177304964539,0.6111111111111112,0.022222222222222223
0.28,7,299,11,388,0.04320987654320988,0.3888888888888889,0.43522561863173215,0.5602836879432624,0.6111111111111112,0.02287581699346405
0.29,6,293,12,394,0.03785488958990536,0.3333333333333333,0.4264919941775837,0.5673758865248227,0.6666666666666666,0.020066889632107024
0.3,6,288,12,399,0.03846153846153846,0.3333333333333333,0.4192139737991266,0.574468085106383,0.6666666666666666,0.02040816326530612
0.31,6,283,12,404,0.03908794788273615,0.3333333333333333,0.4119359534206696,0.5815602836879432,0.6666666666666666,0.020761245674740483
0.32,6,281,12,406,0.03934426229508197,0.3333333333333333,0.4090247452692867,0.5843971631205673,0.6666666666666666,0.020905923344947737
0.33,6,273,12,414,0.04040404040404041,0.3333333333333333,0.39737991266375544,0.5957446808510638,0.6666666666666666,0.021505376344086023
0.34,6,270,12,417,0.04081632653061224,0.3333333333333333,0.3930131004366812,0.6,0.6666666666666666,0.021739130434782608
0.35,5,267,13,420,0.034482758620689655,0.2777777777777778,0.388646288209607,0.6028368794326241,0.7222222222222222,0.01838235294117647
0.36,5,263,13,424,0.03496503496503496,0.2777777777777778,0.38282387190684136,0.6085106382978723,0.7222222222222222,0.018656716417910446
0.37,5,259,13,428,0.03546099290780142,0.2777777777777778,0.37700145560407566,0.6141843971631206,0.7222222222222222,0.01893939393939394
0.38,5,249,13,438,0.03676470588235294,0.2777777777777778,0.3624454148471616,0.6283687943262412,0.7222222222222222,0.01968503937007874
0.39,5,240,13,447,0.03802281368821292,0.2777777777777778,0.34934497816593885,0.6411347517730497,0.7222222222222222,0.02040816326530612
0.4,4,238,14,449,0.03076923076923077,0.2222222222222222,0.34643377001455605,0.6425531914893617,0.7777777777777778,0.01652892561983471
0.41,3,235,15,452,0.0234375,0.16666666666666666,0.3420669577874818,0.6453900709219859,0.8333333333333334,0.012605042016806723
0.42,3,230,15,457,0.02390438247011952,0.16666666666666666,0.33478893740902477,0.6524822695035462,0.8333333333333334,0.012875536480686695
