SystemId,threshold,maxTPR
stangnes-gw,0.012522,1.0
rodbergvn-gw2,0.002693,1.0
tromso-fh-gw,0.015699,1.0
tromso-gw5,0.003098,1.0
teknobyen-gw1,0.021935,1.0
narvik-gw3,0.020527,1.0
hovedbygget-gw,0.023258,1.0
teknobyen-gw2,0.004923,1.0
ma2-gw,0.020052,1.0
bergen-gw3,0.001164,1.0
narvik-kv-gw,0.005836,1.0
trd-gw,0.007839,1.0
ifi2-gw5,0.001554,1.0
oslo-gw1,7.9e-05,1.0
