SystemId,threshold,maxTPR
stangnes-gw,0.000159,1.0
rodbergvn-gw2,0.000251,1.0
tromso-fh-gw,5.1e-05,1.0
tromso-gw5,0.000619,1.0
teknobyen-gw1,7e-05,1.0
narvik-gw3,4.9e-05,1.0
hovedbygget-gw,2.6e-05,1.0
teknobyen-gw2,3.9e-05,1.0
ma2-gw,0.000343,1.0
bergen-gw3,0.000202,1.0
narvik-kv-gw,1.1e-05,1.0
trd-gw,1.2e-05,1.0
ifi2-gw5,0.000116,1.0
oslo-gw1,0.000379,1.0
