SystemId,threshold,maxTPR
stangnes-gw,0.003484,1.0
rodbergvn-gw2,0.001738,1.0
tromso-fh-gw,0.013034,1.0
tromso-gw5,0.001017,1.0
teknobyen-gw1,0.014113,1.0
narvik-gw3,0.004145,1.0
hovedbygget-gw,0.000912,1.0
teknobyen-gw2,0.001191,1.0
ma2-gw,0.011139,1.0
bergen-gw3,0.003759,1.0
narvik-kv-gw,0.004689,1.0
trd-gw,0.002176,1.0
ifi2-gw5,0.030669,1.0
oslo-gw1,0.004694,1.0
