SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.74,0.0153022188217291,0.0078988941548183,6075
teknobyen-gw1,0.89,0.0182370820668693,0.0102389078498293,6200
hoytek-gw2,0.79,0.01875,0.0098039215686274,3526
bergen-gw3,0.99,0.006677796327212,0.0035087719298245,10842
