SystemId,threshold,maxTPR,PPV,total
tromso-gw5,0.04,1.0,0.0018946948544076,10028
teknobyen-gw1,0.04,1.0,0.0044390637610976,9912
hoytek-gw2,0.04,1.0,0.0002603149811271,7683
bergen-gw3,0.04,1.0,0.0006394884092725,12510
trd-gw,0.04,1.0,0.0006231014876548,12839
ifi2-gw5,0.04,1.0,0.0004239803273128,11793
