SystemId,threshold,maxTPR,PPV,total
tromso-gw5,1.4163e-06,0.9776119402985076,0.5822222222222222,228
teknobyen-gw1,2.3472e-06,0.9787234042553192,0.6133333333333333,228
hoytek-gw2,4.072e-07,0.9888888888888888,0.3973214285714285,226
bergen-gw3,3.736e-07,0.9833333333333332,0.5267857142857143,227
trd-gw,1.088e-07,0.9921259842519684,0.56,226
ifi2-gw5,4.947e-07,0.992063492063492,0.5580357142857143,226
