SystemId,threshold,maxTPR,PPV,total
tromso-gw5,7.224e-07,0.9776119402985076,0.5822222222222222,228
teknobyen-gw1,0.0002513851,0.9787234042553192,0.6188340807174888,228
hoytek-gw2,2.689e-07,0.9888888888888888,0.3955555555555555,226
bergen-gw3,1.573e-07,0.9833333333333332,0.5244444444444445,227
trd-gw,7.811e-07,0.9921259842519684,0.5675675675675675,226
ifi2-gw5,1.26e-08,0.992063492063492,0.5555555555555556,226
