SystemId,threshold,maxTPR
tromso-gw5,0.1111111111,0.900763358778626
teknobyen-gw1,0.1111111111,0.927536231884058
hoytek-gw2,7.8888888888,0.9666666666666668
bergen-gw3,289.7777777777,0.9152542372881356
trd-gw,2447.4444444444,0.9212598425196852
ifi2-gw5,250.8888888888,0.9285714285714286
