SystemId,threshold,maxTPR
tromso-gw5,78.6666666666,0.9328358208955224
teknobyen-gw1,104.1111111111,0.9432624113475178
hoytek-gw2,51.1111111111,0.9666666666666668
bergen-gw3,4321.2222222222,0.9333333333333332
trd-gw,658.8888888889,0.9606299212598424
ifi2-gw5,6548.111111111,0.9603174603174603
