SystemId,threshold,maxF1,PPV,total
tromso-gw5,0.183247837,0.3008849557522124,0.1868131868131868,215
bergen-gw3,0.0014573401,0.4899328859060403,0.3395348837209302,225
trd-gw,0.0011064412,0.5132075471698113,0.3655913978494624,224
ifi2-gw5,0.0004001221,0.5135135135135135,0.3584905660377358,223
