SystemId,threshold,maxTPR,PPV,total
tromso-gw5,0.01945985,0.9565217391304348,0.1023255813953488,226
bergen-gw3,0.0004037192,0.988095238095238,0.3688888888888889,226
trd-gw,2.01142e-05,1.0,0.3526785714285714,225
ifi2-gw5,0.0002297022,1.0,0.3783783783783784,225
