SystemId,threshold,maxTPR
tromso-gw5,2.38492e-05,0.9776119402985076
teknobyen-gw1,0.0037608768,0.9787234042553192
hoytek-gw2,0.0026109689,0.9888888888888888
bergen-gw3,0.0166289739,0.9833333333333332
trd-gw,0.0200688929,0.9921259842519684
ifi2-gw5,0.0022808672,0.992063492063492
