SystemId,PPV,total
stangnes-gw,0.5517241379310345,240
rodbergvn-gw2,0.6162790697674418,240
narvik-gw4,0.8,240
tromso-fh-gw,0.5625,240
tromso-gw5,0.6428571428571429,240
teknobyen-gw1,0.7876106194690266,240
hoytek-gw2,0.5568181818181818,240
teknobyen-gw2,0.8202247191011236,240
ma2-gw,0.55,240
bergen-gw3,0.5945945945945946,240
narvik-kv-gw,0.6610169491525424,240
ifi2-gw5,0.696969696969697,240
oslo-gw1,0.6545454545454545,240
