SystemId,PPV,total
stangnes-gw,0.6986301369863014,240
rodbergvn-gw2,0.5588235294117647,240
tromso-fh-gw,0.584070796460177,240
tromso-gw5,0.631578947368421,240
teknobyen-gw1,0.625,240
hoytek-gw2,0.5,240
teknobyen-gw2,0.0,240
ma2-gw,0.7058823529411765,240
bergen-gw3,0.659217877094972,240
narvik-kv-gw,0.4782608695652174,240
trd-gw,0.6083333333333333,240
ifi2-gw5,0.6060606060606061,240
oslo-gw1,0.6042780748663101,240
