SystemId,PPV,total
stangnes-gw,0.6529968454258676,7164
rodbergvn-gw2,0.6524329692154915,7163
narvik-gw4,1.0,7200
tromso-fh-gw,0.607,7136
tromso-gw5,0.5691056910569106,7133
teknobyen-gw1,0.7671143847487002,7044
narvik-gw3,1.0,7163
hoytek-gw2,0.5692153923038481,7200
teknobyen-gw2,0.890190336749634,7118
ma2-gw,0.5891980360065466,7200
bergen-gw3,0.6499148211243612,7197
narvik-kv-gw,0.6164309031556039,7119
ifi2-gw5,0.6615168539325843,7125
oslo-gw1,0.6483459682977257,7200
